DATE,10-Year Real Interest Rate,Bank Credit All Commercial Banks,CPI All Urban Consumers,CPI All Items,Continued Claims (Insured Unemployment),Federal Funds Rate,GDP,Households Owners Equity in Real Estate Level,M1,M2,Median CPI,Personal Savings Rate,Real GDP,Sticky Price Consumer Price Index less Food and Energy,Sticky Price Consumer Price Index,Unemployment Rate,NASDAQ Price,S&P 500 Price,Delinquency Rate on Credit Card Loans,Commercial Real Estate Loans
5/28/1991,4.05,2703.75,135.6,0.3,3472000,5.99,6126.86,4632.32,827.8,3318.2,4.47,8.4,9347.6,5.25,0.32,6.9,497.17,381.9,5.48,67.33
6/4/1991,4.19,2705.46,136,0.29,3522000,5.96,6126.86,4632.32,848.8,3340.7,2.9,8.9,9347.6,4.96,0.31,6.9,507.25,387.7,5.48,67.54
6/11/1991,4.19,2707.34,136,0.29,3439000,5.79,6126.86,4632.32,866.2,3364.4,2.9,8.9,9347.6,4.96,0.31,6.9,496.62,381.1,5.48,68.09
6/18/1991,4.19,2712.31,136,0.29,3428000,5.82,6126.86,4632.32,862,3359.4,2.9,8.9,9347.6,4.96,0.31,6.9,491.59,378.6,5.48,68.13
6/25/1991,4.19,2708.49,136,0.29,3389000,5.9,6126.86,4632.32,842.5,3330.5,2.9,8.9,9347.6,4.96,0.31,6.9,473.3,370.6,5.48,68.02
7/2/1991,4.22,2718.22,136.2,0.15,3356000,6.09,6205.94,4652.43,857.9,3346.1,4.44,8.2,9394.83,4.74,0.37,6.8,478.78,377.5,5.35,68.03
7/9/1991,4.22,2707.41,136.2,0.15,3393000,5.82,6205.94,4652.43,879.1,3374.8,4.44,8.2,9394.83,4.74,0.37,6.8,483.64,376.1,5.35,68.2
7/16/1991,4.22,2714.34,136.2,0.15,3255000,5.91,6205.94,4652.43,866.3,3366,4.44,8.2,9394.83,4.74,0.37,6.8,493.6,381.5,5.35,68.36
7/23/1991,4.22,2707.74,136.2,0.15,3276000,5.74,6205.94,4652.43,853.6,3347.1,4.44,8.2,9394.83,4.74,0.37,6.8,489.65,379.4,5.35,68.46
7/30/1991,4.22,2711.77,136.2,0.15,3306000,5.75,6205.94,4652.43,844.9,3332.4,4.44,8.2,9394.83,4.74,0.37,6.8,498.27,386.7,5.35,68.58
8/6/1991,4.14,2713.8,136.6,0.29,3307000,5.7,6205.94,4652.43,871.4,3357.9,3.09,8.6,9394.83,4.41,0.35,6.9,505.2,390.6,5.35,68.64
8/13/1991,4.14,2709.46,136.6,0.29,3314000,5.64,6205.94,4652.43,867.9,3359.8,3.09,8.6,9394.83,4.41,0.35,6.9,514.4,389.6,5.35,68.75
8/20/1991,4.14,2708.12,136.6,0.29,3282000,5.57,6205.94,4652.43,863.7,3352.5,3.09,8.6,9394.83,4.41,0.35,6.9,502.05,379.4,5.35,68.83
8/27/1991,4.14,2711.92,136.6,0.29,3277000,5.59,6205.94,4652.43,851.3,3339.1,3.09,8.6,9394.83,4.41,0.35,6.9,521.75,393.1,5.35,69.1
9/3/1991,3.88,2711.67,137,0.44,3279000,5.82,6205.94,4652.43,859.9,3343.9,4.07,8.8,9394.83,4.47,0.4,6.9,520.91,392.1,5.35,69.15
9/10/1991,3.88,2715.38,137,0.44,3326000,5.53,6205.94,4652.43,882.5,3370.4,4.07,8.8,9394.83,4.47,0.4,6.9,511.28,384.6,5.35,69.21
9/17/1991,3.88,2718.06,137,0.44,3275000,5.61,6205.94,4652.43,874.2,3360.9,4.07,8.8,9394.83,4.47,0.4,6.9,515.17,385.5,5.35,69.52
9/24/1991,3.88,2723.48,137,0.44,3294000,5.32,6205.94,4652.43,853.9,3332.5,4.07,8.8,9394.83,4.47,0.4,6.9,526.47,387.7,5.35,69.68
10/1/1991,3.64,2724.21,137.2,0.15,3290000,5.4,6264.54,4674.01,852.9,3325.4,2.34,9.3,9427.58,4.31,0.22,7,528.51,389.2,5.32,69.72
10/8/1991,3.64,2728.67,137.2,0.15,3388000,5.18,6264.54,4674.01,882.2,3363,2.34,9.3,9427.58,4.31,0.22,7,517.25,380.7,5.32,70.19
10/15/1991,3.64,2733.21,137.2,0.15,3237000,5.58,6264.54,4674.01,878.1,3363.3,2.34,9.3,9427.58,4.31,0.22,7,534.11,391,5.32,70.35
10/22/1991,3.64,2740.33,137.2,0.15,3320000,5.25,6264.54,4674.01,875.5,3356,2.34,9.3,9427.58,4.31,0.22,7,537.14,387.8,5.32,70.29
10/29/1991,3.64,2740.47,137.2,0.15,3299000,5.11,6264.54,4674.01,861.9,3337.8,2.34,9.3,9427.58,4.31,0.22,7,534.51,391.5,5.32,70.47
11/5/1991,3.57,2742.3,137.8,0.29,3336000,5.06,6264.54,4674.01,885.7,3361.2,4.29,9,9427.58,4.37,0.31,7,538.82,388.7,5.32,70.8
11/12/1991,3.57,2746.02,137.8,0.29,3328000,4.89,6264.54,4674.01,893.2,3375.1,4.29,9,9427.58,4.37,0.31,7,555.68,396.7,5.32,70.88
11/19/1991,3.57,2753.92,137.8,0.29,3315000,4.78,6264.54,4674.01,894.7,3375.3,4.29,9,9427.58,4.37,0.31,7,523.47,379.4,5.32,70.98
11/26/1991,3.57,2753.52,137.8,0.29,3226000,4.52,6264.54,4674.01,881,3359.5,4.29,9,9427.58,4.37,0.31,7,522.23,378,5.32,71.22
12/3/1991,3.41,2759.55,138.2,0.07,3348000,4.86,6264.54,4674.01,902.9,3377.4,2.65,9.7,9427.58,4.37,0.35,7.3,533.34,381,5.32,71.43
12/10/1991,3.41,2759.29,138.2,0.07,3388000,4.4,6264.54,4674.01,913.8,3393.6,2.65,9.7,9427.58,4.37,0.35,7.3,534.23,377.9,5.32,71.57
12/17/1991,3.41,2765.9,138.2,0.07,3405000,4.5,6264.54,4674.01,913.2,3395.4,2.65,9.7,9427.58,4.37,0.35,7.3,539.7,382.7,5.32,71.77
12/24/1991,3.41,2768.55,138.2,0.07,3264000,4.19,6264.54,4674.01,915.3,3380.5,2.65,9.7,9427.58,4.37,0.35,7.3,549.56,399.3,5.32,71.97
12/31/1991,3.41,2777.32,138.2,0.07,3340000,4.09,6264.54,4674.01,919.1,3376,2.65,9.7,9427.58,4.37,0.35,7.3,586.34,417.1,5.32,72.26
1/7/1992,3.2,2774.28,138.3,0.15,3410000,3.67,6363.1,4730.05,941.6,3398.6,1.73,9.4,9540.44,4.07,0.31,7.3,602.29,417.4,5.27,72.02
1/14/1992,3.2,2775.02,138.3,0.15,3342000,3.95,6363.1,4730.05,925.9,3396.6,1.73,9.4,9540.44,4.07,0.31,7.3,625.75,420.4,5.27,72.05
1/21/1992,3.2,2775.1,138.3,0.15,3297000,4.11,6363.1,4730.05,913.1,3383.5,1.73,9.4,9540.44,4.07,0.31,7.3,604.87,412.6,5.27,72.25
1/28/1992,3.2,2778.79,138.3,0.15,3364000,4,6363.1,4730.05,897.2,3364.7,1.73,9.4,9540.44,4.07,0.31,7.3,621.29,415,5.27,72.32
2/4/1992,3.63,2780.98,138.6,0.36,3301000,3.83,6363.1,4730.05,907.3,3375.6,2.59,9.8,9540.44,3.88,0.24,7.4,631,413.9,5.27,72.46
2/11/1992,3.63,2789.66,138.6,0.36,3320000,3.91,6363.1,4730.05,919.6,3396.2,2.59,9.8,9540.44,3.88,0.24,7.4,633.37,413.8,5.27,72.42
2/18/1992,3.63,2781.34,138.6,0.36,3260000,4.81,6363.1,4730.05,917,3393.7,2.59,9.8,9540.44,3.88,0.24,7.4,626.41,407.4,5.27,72.32
2/25/1992,3.63,2783.36,138.6,0.36,3412000,3.97,6363.1,4730.05,909.4,3383.3,2.59,9.8,9540.44,3.88,0.24,7.4,621.4,410.4,5.27,72.31
3/3/1992,3.66,2780.1,139.1,0.51,3280000,4.02,6363.1,4730.05,915.7,3390.7,3.79,9.7,9540.44,3.99,0.35,7.4,634.25,412.9,5.27,72.35
3/10/1992,3.66,2785.31,139.1,0.51,3288000,3.87,6363.1,4730.05,936.2,3415.9,3.79,9.7,9540.44,3.99,0.35,7.4,623.46,406.9,5.27,72.3
3/17/1992,3.66,2786.49,139.1,0.51,3280000,4.14,6363.1,4730.05,934.4,3413.7,3.79,9.7,9540.44,3.99,0.35,7.4,623.27,409.6,5.27,72.28
3/24/1992,3.66,2782.47,139.1,0.51,3344000,3.86,6363.1,4730.05,923,3395.9,3.79,9.7,9540.44,3.99,0.35,7.4,618.68,408.9,5.27,72.35
3/31/1992,3.66,2792.45,139.1,0.51,3336000,4.07,6363.1,4730.05,923.8,3393,3.79,9.7,9540.44,3.99,0.35,7.4,603.77,403.7,5.27,72.4
4/7/1992,3.79,2795.78,139.4,0.14,3383000,3.92,6470.76,4733.04,957.8,3434.1,2.43,9.9,9643.89,4.08,0.31,7.4,581.61,398.1,5.1,72.92
4/14/1992,3.79,2791.14,139.4,0.14,3288000,3.68,6470.76,4733.04,961.9,3443.2,2.43,9.9,9643.89,4.08,0.31,7.4,594.81,412.4,5.1,72.82
4/21/1992,3.79,2802.93,139.4,0.14,3339000,3.83,6470.76,4733.04,967.2,3430.3,2.43,9.9,9643.89,4.08,0.31,7.4,575.05,410.3,5.1,72.91
4/28/1992,3.79,2795.08,139.4,0.14,3365000,3.5,6470.76,4733.04,936,3385.9,2.43,9.9,9643.89,4.08,0.31,7.4,560.33,409.1,5.1,72.87
5/5/1992,3.75,2792.97,139.7,0.14,3397000,3.77,6470.76,4733.04,945.2,3392.8,2.8,9.9,9643.89,3.94,0.18,7.6,588.07,416.8,5.1,72.97
5/12/1992,3.75,2801.44,139.7,0.14,3354000,3.75,6470.76,4733.04,948.3,3397.9,2.8,9.9,9643.89,3.94,0.18,7.6,583.96,416.3,5.1,73.17
5/19/1992,3.75,2806.54,139.7,0.14,3296000,3.8,6470.76,4733.04,944.4,3391.9,2.8,9.9,9643.89,3.94,0.18,7.6,578.05,416.4,5.1,73.28
5/26/1992,3.75,2799.87,139.7,0.14,3285000,4.02,6470.76,4733.04,929.7,3370.3,2.8,9.9,9643.89,3.94,0.18,7.6,575.65,411.4,5.1,73.34
6/2/1992,3.57,2800.31,140.1,0.36,3392000,3.89,6470.76,4733.04,944,3383.8,4.29,10.1,9643.89,3.88,0.25,7.8,589.18,413.5,5.1,73.35
6/9/1992,3.57,2799.83,140.1,0.36,3265000,3.57,6470.76,4733.04,962.6,3409,4.29,10.1,9643.89,3.88,0.25,7.8,573.8,410.1,5.1,73.25
6/16/1992,3.57,2804.71,140.1,0.36,3270000,3.74,6470.76,4733.04,960.1,3406.1,4.29,10.1,9643.89,3.88,0.25,7.8,564.07,408.3,5.1,73.49
6/23/1992,3.57,2803.26,140.1,0.36,3284000,3.7,6470.76,4733.04,942.6,3376.7,4.29,10.1,9643.89,3.88,0.25,7.8,553.36,404,5.1,73.43
6/30/1992,3.57,2808.59,140.1,0.36,3340000,4.53,6470.76,4733.04,936.3,3361.7,4.29,10.1,9643.89,3.88,0.25,7.8,563.6,408.1,5.1,73.65
7/7/1992,3.35,2809.51,140.5,0.21,3212000,3.35,6566.64,4768.66,976.6,3407.1,1.78,9.6,9739.19,3.79,0.27,7.7,557.41,409.2,4.98,73.77
7/14/1992,3.35,2809.11,140.5,0.21,3103000,3.25,6566.64,4768.66,967.5,3407.3,1.78,9.6,9739.19,3.79,0.27,7.7,575.21,417.7,4.98,73.8
7/21/1992,3.35,2814.79,140.5,0.21,3238000,3.15,6566.64,4768.66,960.7,3392.1,1.78,9.6,9739.19,3.79,0.27,7.7,568.63,413.8,4.98,73.98
7/28/1992,3.35,2815.91,140.5,0.21,3318000,3.27,6566.64,4768.66,946.5,3373,1.78,9.6,9739.19,3.79,0.27,7.7,571.63,417.5,4.98,74.06
8/4/1992,3.12,2807.08,140.8,0.28,3467000,3.28,6566.64,4768.66,964.6,3389.7,2.12,9.7,9739.19,3.64,0.21,7.6,581.32,424.4,4.98,74.07
8/11/1992,3.12,2819.3,140.8,0.28,3211000,3.23,6566.64,4768.66,979.4,3408.7,2.12,9.7,9739.19,3.64,0.21,7.6,571.6,418.9,4.98,74.08
8/18/1992,3.12,2820.09,140.8,0.28,3210000,3.26,6566.64,4768.66,974.8,3403.7,2.12,9.7,9739.19,3.64,0.21,7.6,570.87,421.3,4.98,74.15
8/25/1992,3.12,2819.22,140.8,0.28,3188000,3.29,6566.64,4768.66,959.4,3384.4,2.12,9.7,9739.19,3.64,0.21,7.6,554.22,411.6,4.98,74.29
9/1/1992,2.96,2823.04,141.1,0.28,3175000,3.39,6566.64,4768.66,963.8,3386.3,1.86,8.7,9739.19,3.36,0.15,7.6,565.61,416.1,4.98,74.26
9/8/1992,2.96,2827.69,141.1,0.28,3167000,3.13,6566.64,4768.66,990.9,3416.3,1.86,8.7,9739.19,3.36,0.15,7.6,571.17,414.4,4.98,73.96
9/15/1992,2.96,2828.72,141.1,0.28,3261000,3.2,6566.64,4768.66,993,3419.6,1.86,8.7,9739.19,3.36,0.15,7.6,587.86,419.8,4.98,73.96
9/22/1992,2.96,2831.08,141.1,0.28,3195000,3.04,6566.64,4768.66,979.7,3396.1,1.86,8.7,9739.19,3.36,0.15,7.6,583,417.1,4.98,74.1
9/29/1992,2.96,2832.4,141.1,0.28,3194000,3.26,6566.64,4768.66,967,3376.3,1.86,8.7,9739.19,3.36,0.15,7.6,577.63,416.8,4.98,74.11
10/6/1992,2.73,2843.23,141.7,0.35,3121000,3.1,6680.8,4799.62,1001.7,3413.8,3.78,8,9840.75,3.65,0.47,7.3,570.55,407.2,4.69,74.49
10/13/1992,2.73,2835.69,141.7,0.35,3072000,3.53,6680.8,4799.62,1003.1,3428.2,3.78,8,9840.75,3.65,0.47,7.3,576.44,409.3,4.69,74.86
10/20/1992,2.73,2840.36,141.7,0.35,3083000,2.97,6680.8,4799.62,1002.2,3423.1,3.78,8,9840.75,3.65,0.47,7.3,592.7,415.5,4.69,74.75
10/27/1992,2.73,2838.57,141.7,0.35,3063000,2.91,6680.8,4799.62,989.8,3403.5,3.78,8,9840.75,3.65,0.47,7.3,596.95,418.5,4.69,74.66
11/3/1992,3.32,2840.62,142.1,0.14,2973000,3.09,6680.8,4799.62,1007.6,3421.8,3.28,8,9840.75,3.65,0.31,7.4,604.58,419.9,4.69,74.6
11/10/1992,3.32,2842.55,142.1,0.14,3017000,2.93,6680.8,4799.62,1025.3,3444.5,3.28,8,9840.75,3.65,0.31,7.4,627.76,418.6,4.69,74.61
11/17/1992,3.32,2848.12,142.1,0.14,2962000,3.06,6680.8,4799.62,1027.9,3444.1,3.28,8,9840.75,3.65,0.31,7.4,627.07,419.3,4.69,74.84
11/24/1992,3.32,2844.9,142.1,0.14,2906000,2.58,6680.8,4799.62,1010.2,3417.5,3.28,8,9840.75,3.65,0.31,7.4,645.94,427.6,4.69,74.89
12/1/1992,3.51,2852.01,142.3,-0.07,2911000,3.17,6680.8,4799.62,1022.6,3426.5,1.88,10.6,9840.75,3.5,0.2,7.4,653.95,430.8,4.69,74.91
12/8/1992,3.51,2854.1,142.3,-0.07,2918000,2.77,6680.8,4799.62,1042.6,3450.6,1.88,10.6,9840.75,3.5,0.2,7.4,667.12,437,4.69,74.81
12/15/1992,3.51,2858.07,142.3,-0.07,2807000,3.17,6680.8,4799.62,1041.9,3448.5,1.88,10.6,9840.75,3.5,0.2,7.4,650.75,432.6,4.69,75.14
12/22/1992,3.51,2856.96,142.3,-0.07,2770000,2.97,6680.8,4799.62,1042.4,3435.4,1.88,10.6,9840.75,3.5,0.2,7.4,660.84,440.3,4.69,75.09
12/29/1992,3.51,2862.14,142.3,-0.07,2800000,2.74,6680.8,4799.62,1048.6,3430.5,1.88,10.6,9840.75,3.5,0.2,7.4,669.01,438,4.69,74.95
1/5/1993,3.27,2866.98,142.8,0.49,2729000,3.33,6729.46,4793.59,1071.1,3455.2,3.44,8.6,9857.19,3.55,0.36,7.3,674.34,434.3,4.6,75.12
1/12/1993,3.27,2859.89,142.8,0.49,2697000,2.91,6729.46,4793.59,1062,3456.1,3.44,8.6,9857.19,3.55,0.36,7.3,679.45,431,4.6,75.16
1/19/1993,3.27,2858.19,142.8,0.49,2749000,3.35,6729.46,4793.59,1042.9,3431,3.44,8.6,9857.19,3.55,0.36,7.3,696.81,435.1,4.6,75.08
1/26/1993,3.27,2859.61,142.8,0.49,2727000,2.96,6729.46,4793.59,1016.5,3394.8,3.44,8.6,9857.19,3.55,0.36,7.3,707.16,439.9,4.6,75.22
2/2/1993,3,2856.55,143.1,0.35,2663000,3.18,6729.46,4793.59,1014.2,3385.9,2.3,8.9,9857.19,3.58,0.26,7.1,705.12,442.6,4.6,75.31
2/9/1993,3,2869.14,143.1,0.35,2645000,2.9,6729.46,4793.59,1027.8,3407,2.3,8.9,9857.19,3.58,0.26,7.1,692.21,445.3,4.6,75.27
2/16/1993,3,2866.76,143.1,0.35,2628000,3.59,6729.46,4793.59,1024.8,3405.7,2.3,8.9,9857.19,3.58,0.26,7.1,665.39,433.9,4.6,75.24
2/23/1993,3,2869.17,143.1,0.35,2646000,2.91,6729.46,4793.59,1016.7,3395.9,2.3,8.9,9857.19,3.58,0.26,7.1,651.4,434.8,4.6,75.3
3/2/1993,2.67,2870.4,143.3,0.35,2645000,3.19,6729.46,4793.59,1019.8,3396.7,1.7,8.9,9857.19,3.35,0.15,7,677.72,447.9,4.6,75.38
3/9/1993,2.67,2875.05,143.3,0.35,2683000,2.98,6729.46,4793.59,1039,3422.7,1.7,8.9,9857.19,3.35,0.15,7,688.96,454.4,4.6,75.83
3/16/1993,2.67,2876.23,143.3,0.35,2618000,2.72,6729.46,4793.59,1033.5,3418.1,1.7,8.9,9857.19,3.35,0.15,7,695.47,451.4,4.6,75.89
3/23/1993,2.67,2884.06,143.3,0.35,2724000,2.93,6729.46,4793.59,1025.2,3403.3,1.7,8.9,9857.19,3.35,0.15,7,675.04,448.8,4.6,75.99
3/30/1993,2.67,2883.19,143.3,0.35,2725000,2.91,6729.46,4793.59,1020.5,3396.3,1.7,8.9,9857.19,3.35,0.15,7,686.25,452,4.6,76.09
4/6/1993,2.77,2891.31,143.8,0.28,2729000,2.97,6808.94,4829.06,1059.9,3438.6,4.1,8.7,9914.57,3.42,0.38,7.1,664.14,441.2,4.46,76.27
4/13/1993,2.77,2886.66,143.8,0.28,2781000,2.98,6808.94,4829.06,1068.5,3456.1,4.1,8.7,9914.57,3.42,0.38,7.1,673.83,449.2,4.46,76.21
4/20/1993,2.77,2889.13,143.8,0.28,2800000,2.84,6808.94,4829.06,1066.9,3438.7,4.1,8.7,9914.57,3.42,0.38,7.1,661.97,445.1,4.46,76.25
4/27/1993,2.77,2891.38,143.8,0.28,2792000,2.72,6808.94,4829.06,1037.9,3399,4.1,8.7,9914.57,3.42,0.38,7.1,652.52,438,4.46,76.34
5/4/1993,2.66,2899.21,144.2,0.14,2747000,2.94,6808.94,4829.06,1050.5,3412.1,2.98,8.3,9914.57,3.55,0.29,7.1,678.16,444.1,4.46,76.36
5/11/1993,2.66,2901.07,144.2,0.14,2820000,2.98,6808.94,4829.06,1063.8,3434.4,2.98,8.3,9914.57,3.55,0.29,7.1,683.06,444.4,4.46,76.36
5/18/1993,2.66,2907.66,144.2,0.14,2772000,2.97,6808.94,4829.06,1061.4,3431.5,2.98,8.3,9914.57,3.55,0.29,7.1,680.78,440.3,4.46,76.38
5/25/1993,2.66,2906.35,144.2,0.14,2816000,3.21,6808.94,4829.06,1041.4,3408.1,2.98,8.3,9914.57,3.55,0.29,7.1,695.04,448.9,4.46,76.36
6/1/1993,2.76,2911.31,144.3,0.14,2737000,3.33,6808.94,4829.06,1058.6,3425.4,2.55,7.8,9914.57,3.58,0.28,7,704.28,453.8,4.46,76.48
6/8/1993,2.76,2924.41,144.3,0.14,2808000,2.72,6808.94,4829.06,1084.7,3462.1,2.55,7.8,9914.57,3.58,0.28,7,687.74,444.7,4.46,76.28
6/15/1993,2.76,2924.51,144.3,0.14,2836000,3.14,6808.94,4829.06,1079.9,3459.7,2.55,7.8,9914.57,3.58,0.28,7,697.34,446.3,4.46,76.24
6/22/1993,2.76,2924.27,144.3,0.14,2857000,2.98,6808.94,4829.06,1067.5,3432,2.55,7.8,9914.57,3.58,0.28,7,686.77,445.9,4.46,76.51
6/29/1993,2.76,2927.09,144.3,0.14,2747000,3,6808.94,4829.06,1054.2,3408.4,2.55,7.8,9914.57,3.58,0.28,7,701.07,450.7,4.46,76.39
7/6/1993,2.59,2940.51,144.5,0,2724000,3.19,6882.1,4868.49,1094.5,3450.7,1.69,7.6,9961.87,3.44,0.15,6.9,702.22,441.4,4.08,76.36
7/13/1993,2.59,2943.7,144.5,0,2778000,2.99,6882.1,4868.49,1093.6,3462.6,1.69,7.6,9961.87,3.44,0.15,6.9,708.47,448.1,4.08,76.44
7/20/1993,2.59,2940.22,144.5,0,2766000,3.08,6882.1,4868.49,1082.5,3444.4,1.69,7.6,9961.87,3.44,0.15,6.9,701.9,447.3,4.08,75.5
7/27/1993,2.59,2943.86,144.5,0,2803000,3.01,6882.1,4868.49,1064.9,3418.6,1.69,7.6,9961.87,3.44,0.15,6.9,701,448.2,4.08,75.3
8/3/1993,2.7,2943.77,144.8,0.28,2843000,3.06,6882.1,4868.49,1081.5,3434.2,2.53,7.7,9961.87,3.52,0.29,6.8,709.01,449.3,4.08,74.96
8/10/1993,2.7,2957.96,144.8,0.28,2813000,2.96,6882.1,4868.49,1099.2,3458.9,2.53,7.7,9961.87,3.52,0.29,6.8,717.08,449.4,4.08,74.68
8/17/1993,2.7,2954.09,144.8,0.28,2791000,3.1,6882.1,4868.49,1095.9,3453.2,2.53,7.7,9961.87,3.52,0.29,6.8,731.01,453.1,4.08,74.44
8/24/1993,2.7,2954.2,144.8,0.28,2821000,2.95,6882.1,4868.49,1078,3429.1,2.53,7.7,9961.87,3.52,0.29,6.8,735.14,459.8,4.08,74.32
8/31/1993,2.7,2951.37,144.8,0.28,2788000,3.19,6882.1,4868.49,1075.8,3419.7,2.53,7.7,9961.87,3.52,0.29,6.8,742.84,463.6,4.08,74.18
9/7/1993,2.45,2952.95,145,0.21,2768000,3.11,6882.1,4868.49,1110.3,3458.3,2.33,6.9,9961.87,3.66,0.26,6.7,739.35,458.5,4.08,76.55
9/14/1993,2.45,2952.96,145,0.21,2844000,3,6882.1,4868.49,1112,3467.2,2.33,6.9,9961.87,3.66,0.26,6.7,732.64,459.9,4.08,76.39
9/21/1993,2.45,2963.67,145,0.21,2856000,3.23,6882.1,4868.49,1100.3,3443,2.33,6.9,9961.87,3.66,0.26,6.7,733.56,452.9,4.08,76.23
9/28/1993,2.45,2962.02,145,0.21,2836000,3.08,6882.1,4868.49,1075.5,3412.4,2.33,6.9,9961.87,3.66,0.26,6.7,763.66,461.5,4.08,75.95
10/5/1993,2.4,2963.49,145.6,0.41,2810000,3.04,7013.74,4918.34,1109.9,3449.1,3.7,6.3,10097.36,3.43,0.28,6.8,762.27,461.2,3.91,75.58
10/12/1993,2.4,2962.4,145.6,0.41,2799000,3.07,7013.74,4918.34,1116.7,3466.5,3.7,6.3,10097.36,3.43,0.28,6.8,772.46,461.1,3.91,75.15
10/19/1993,2.4,2965.29,145.6,0.41,2833000,2.94,7013.74,4918.34,1118,3460.9,3.7,6.3,10097.36,3.43,0.28,6.8,768.71,466.2,3.91,74.94
10/26/1993,2.4,2962.39,145.6,0.41,2882000,3.03,7013.74,4918.34,1096,3430.5,3.7,6.3,10097.36,3.43,0.28,6.8,765.46,464.3,3.91,74.74
11/2/1993,2.56,2962.27,146,0.07,2801000,3.02,7013.74,4918.34,1112,3448.6,3.64,6.3,10097.36,3.45,0.32,6.6,785.66,468.4,3.91,74.58
