DATE,10-Year Real Interest Rate,Bank Credit All Commercial Banks,CPI All Urban Consumers,CPI All Items,Continued Claims (Insured Unemployment),Federal Funds Rate,GDP,Households Owners Equity in Real Estate Level,M1,M2,Median CPI,Personal Savings Rate,Real GDP,Sticky Price Consumer Price Index less Food and Energy,Sticky Price Consumer Price Index,Unemployment Rate,NASDAQ Price,S&P 500 Price,Economic Health Index
2/2/2025,1.43981681,18534.9075,323.0616785,0.558211051,1742635.47,5.245728075,26465.865,30554.58318,8885.495048,16451.9085,6.311601265,5.1,20235.878,6.81291581,0.473736571,3.6,12228.71717,4092.750174,592232.996
2/9/2025,1.43981681,18548.9359,323.1188893,0.558211051,1742630.162,5.245768051,26465.865,30549.98768,8781.889944,16434.60485,6.311601265,5.1,20235.878,6.816430464,0.473736571,3.6,12228.4342,4092.750174,592155.3645
2/16/2025,1.43981681,18562.9643,323.1203901,0.558211051,1742635.1,5.245805387,26465.865,30545.39219,8678.28484,16355.05257,6.311601265,5.1,20235.878,6.820249762,0.473736571,3.6,12232.67069,4092.750174,592026.7982
2/23/2025,1.43981681,18576.9927,323.400522,0.558211051,1742630.507,5.245840257,26465.865,30540.79669,8574.679736,16272.80207,6.311601265,5.1,20235.878,6.823774144,0.473736571,3.6,12231.43973,4092.750174,591889.162
3/2/2025,1.43981681,18591.0211,323.9537673,0.558211051,1742634.779,5.245872824,26465.865,30536.2012,8471.074633,16251.85197,6.311601265,5.1,20235.878,6.827584184,0.473736571,3.6,12227.85357,4092.750174,591808.8557
3/9/2025,1.43981681,18605.0495,324.0180371,0.558211051,1742630.805,5.245903239,26465.865,30531.60571,8367.469529,16248.90599,6.311601265,5.1,20235.878,6.831115843,0.473736571,3.6,12230.29158,4092.750174,591746.8761
3/16/2025,1.43981681,18619.0779,324.0837739,0.558211051,1742634.502,5.245931646,26465.865,30527.01022,8263.864425,16189.43485,6.311601265,5.1,20235.878,6.834918202,0.473736571,3.6,12232.83308,4092.750174,591635.1901
3/23/2025,1.43981681,18633.1063,324.1509263,0.558211051,1742631.062,5.245958176,26465.865,30522.41473,8160.259321,16097.90989,6.311601265,5.1,20235.878,6.838458569,0.473736571,3.6,12229.61895,4092.750174,591487.6416
3/30/2025,1.43981681,18647.1347,324.7575713,0.558211051,1742634.262,5.245982954,26465.865,30517.81923,8056.654218,16054.64965,6.311601265,5.1,20235.878,6.842253311,0.473736571,3.6,12228.34391,4092.750174,591388.3332
4/6/2025,1.43981681,18661.1631,324.9369251,0.558211051,1742631.286,5.246006095,26465.865,30513.22373,7953.049114,16055.36124,6.311601265,5.1,20235.878,6.84580027,0.473736571,3.6,12231.84655,4092.750174,591330.9188
