DATE,10-Year Real Interest Rate,Bank Credit All Commercial Banks,CPI All Urban Consumers,CPI All Items,Continued Claims (Insured Unemployment),Federal Funds Rate,GDP,Households Owners Equity in Real Estate Level,M1,M2,Median CPI,Personal Savings Rate,Real GDP,Sticky Price Consumer Price Index less Food and Energy,Sticky Price Consumer Price Index,Unemployment Rate,NASDAQ Price,S&P 500 Price,Delinquency Rate on Credit Card Loans,Commercial Real Estate Loans
1/17/1991,3.92293115,2669.8142,134.7,0.597907324,3111000,6.6,6035.178,4660.536,840.6,3300.5,5.562784486,9.3,9275.276,5.839029006,0.66893,6.4,375.81,328,5.26,64.0982
1/18/1991,3.92293115,2669.8142,134.7,0.597907324,3111000,5.9,6035.178,4660.536,840.6,3300.5,5.562784486,9.3,9275.276,5.839029006,0.66893,6.4,376.99,332.2,5.26,64.0982
1/19/1991,3.92293115,2669.8142,134.7,0.597907324,3017000,5.9,6035.178,4660.536,840.6,3300.5,5.562784486,9.3,9275.276,5.839029006,0.66893,6.4,376.99,332.2,5.26,64.0982
1/20/1991,3.92293115,2669.8142,134.7,0.597907324,3017000,5.9,6035.178,4660.536,840.6,3300.5,5.562784486,9.3,9275.276,5.839029006,0.66893,6.4,376.99,332.2,5.26,64.0982
1/21/1991,3.92293115,2669.8142,134.7,0.597907324,3017000,5.9,6035.178,4660.536,825.7,3287.4,5.562784486,9.3,9275.276,5.839029006,0.66893,6.4,379.7,331.1,5.26,64.0982
1/22/1991,3.92293115,2669.8142,134.7,0.597907324,3017000,7.56,6035.178,4660.536,825.7,3287.4,5.562784486,9.3,9275.276,5.839029006,0.66893,6.4,379.03,328.3,5.26,64.0982
1/23/1991,3.92293115,2678.6411,134.7,0.597907324,3017000,10.39,6035.178,4660.536,825.7,3287.4,5.562784486,9.3,9275.276,5.839029006,0.66893,6.4,383.91,330.2,5.26,64.2387
1/24/1991,3.92293115,2678.6411,134.7,0.597907324,3017000,7.69,6035.178,4660.536,825.7,3287.4,5.562784486,9.3,9275.276,5.839029006,0.66893,6.4,391.33,334.8,5.26,64.2387
1/25/1991,3.92293115,2678.6411,134.7,0.597907324,3017000,7.59,6035.178,4660.536,825.7,3287.4,5.562784486,9.3,9275.276,5.839029006,0.66893,6.4,394.28,336.1,5.26,64.2387
1/26/1991,3.92293115,2678.6411,134.7,0.597907324,3162000,7.59,6035.178,4660.536,825.7,3287.4,5.562784486,9.3,9275.276,5.839029006,0.66893,6.4,394.28,336.1,5.26,64.2387
1/27/1991,3.92293115,2678.6411,134.7,0.597907324,3162000,7.59,6035.178,4660.536,825.7,3287.4,5.562784486,9.3,9275.276,5.839029006,0.66893,6.4,394.28,336.1,5.26,64.2387
1/28/1991,3.92293115,2678.6411,134.7,0.597907324,3162000,7.61,6035.178,4660.536,806.9,3266.9,5.562784486,9.3,9275.276,5.839029006,0.66893,6.4,396.8,336,5.26,64.2387
1/29/1991,3.92293115,2678.6411,134.7,0.597907324,3162000,7.16,6035.178,4660.536,806.9,3266.9,5.562784486,9.3,9275.276,5.839029006,0.66893,6.4,400.61,335.8,5.26,64.2387
1/30/1991,3.92293115,2671.1852,134.7,0.597907324,3162000,6.96,6035.178,4660.536,806.9,3266.9,5.562784486,9.3,9275.276,5.839029006,0.66893,6.4,408.53,340.9,5.26,64.3958
1/31/1991,3.92293115,2671.1852,134.7,0.597907324,3162000,8.18,6035.178,4660.536,806.9,3266.9,5.562784486,9.3,9275.276,5.839029006,0.66893,6.4,414.2,343.9,5.26,64.3958
2/1/1991,3.90705382,2671.1852,134.8,0.14858841,3162000,6.3,6035.178,4660.536,806.9,3266.9,4.355024175,8.8,9275.276,5.883436919,0.46702,6.6,417.69,343.1,5.26,64.3958
2/2/1991,3.90705382,2671.1852,134.8,0.14858841,3228000,6.3,6035.178,4660.536,806.9,3266.9,4.355024175,8.8,9275.276,5.883436919,0.46702,6.6,417.69,343.1,5.26,64.3958
2/3/1991,3.90705382,2671.1852,134.8,0.14858841,3228000,6.3,6035.178,4660.536,806.9,3266.9,4.355024175,8.8,9275.276,5.883436919,0.46702,6.6,417.69,343.1,5.26,64.3958
2/4/1991,3.90705382,2671.1852,134.8,0.14858841,3228000,6.1,6035.178,4660.536,823.3,3287.9,4.355024175,8.8,9275.276,5.883436919,0.46702,6.6,424.8,348.3,5.26,64.3958
2/5/1991,3.90705382,2671.1852,134.8,0.14858841,3228000,5.49,6035.178,4660.536,823.3,3287.9,4.355024175,8.8,9275.276,5.883436919,0.46702,6.6,432.2,351.3,5.26,64.3958
2/6/1991,3.90705382,2673.7299,134.8,0.14858841,3228000,5.57,6035.178,4660.536,823.3,3287.9,4.355024175,8.8,9275.276,5.883436919,0.46702,6.6,439.24,358.1,5.26,64.4337
2/7/1991,3.90705382,2673.7299,134.8,0.14858841,3228000,6.38,6035.178,4660.536,823.3,3287.9,4.355024175,8.8,9275.276,5.883436919,0.46702,6.6,435.01,356.5,5.26,64.4337
2/8/1991,3.90705382,2673.7299,134.8,0.14858841,3228000,6.27,6035.178,4660.536,823.3,3287.9,4.355024175,8.8,9275.276,5.883436919,0.46702,6.6,436.8,359.4,5.26,64.4337
2/9/1991,3.90705382,2673.7299,134.8,0.14858841,3226000,6.27,6035.178,4660.536,823.3,3287.9,4.355024175,8.8,9275.276,5.883436919,0.46702,6.6,436.8,359.4,5.26,64.4337
2/10/1991,3.90705382,2673.7299,134.8,0.14858841,3226000,6.27,6035.178,4660.536,823.3,3287.9,4.355024175,8.8,9275.276,5.883436919,0.46702,6.6,436.8,359.4,5.26,64.4337
2/11/1991,3.90705382,2673.7299,134.8,0.14858841,3226000,6.37,6035.178,4660.536,827.4,3300.8,4.355024175,8.8,9275.276,5.883436919,0.46702,6.6,444.1,368.6,5.26,64.4337
2/12/1991,3.90705382,2673.7299,134.8,0.14858841,3226000,6.26,6035.178,4660.536,827.4,3300.8,4.355024175,8.8,9275.276,5.883436919,0.46702,6.6,443.98,365.5,5.26,64.4337
2/13/1991,3.90705382,2677.8561,134.8,0.14858841,3226000,6.24,6035.178,4660.536,827.4,3300.8,4.355024175,8.8,9275.276,5.883436919,0.46702,6.6,447.97,369,5.26,65.1579
2/14/1991,3.90705382,2677.8561,134.8,0.14858841,3226000,6.37,6035.178,4660.536,827.4,3300.8,4.355024175,8.8,9275.276,5.883436919,0.46702,6.6,444.31,364.2,5.26,65.1579
2/15/1991,3.90705382,2677.8561,134.8,0.14858841,3226000,6.02,6035.178,4660.536,827.4,3300.8,4.355024175,8.8,9275.276,5.883436919,0.46702,6.6,448.71,369.1,5.26,65.1579
2/16/1991,3.90705382,2677.8561,134.8,0.14858841,3293000,6.02,6035.178,4660.536,827.4,3300.8,4.355024175,8.8,9275.276,5.883436919,0.46702,6.6,448.71,369.1,5.26,65.1579
2/17/1991,3.90705382,2677.8561,134.8,0.14858841,3293000,6.02,6035.178,4660.536,827.4,3300.8,4.355024175,8.8,9275.276,5.883436919,0.46702,6.6,448.71,369.1,5.26,65.1579
2/18/1991,3.90705382,2677.8561,134.8,0.14858841,3293000,6.02,6035.178,4660.536,822.8,3296.1,4.355024175,8.8,9275.276,5.883436919,0.46702,6.6,448.71,369.1,5.26,65.1579
2/19/1991,3.90705382,2677.8561,134.8,0.14858841,3293000,6.24,6035.178,4660.536,822.8,3296.1,4.355024175,8.8,9275.276,5.883436919,0.46702,6.6,450.32,369.4,5.26,65.1579
2/20/1991,3.90705382,2684.6458,134.8,0.14858841,3293000,7.11,6035.178,4660.536,822.8,3296.1,4.355024175,8.8,9275.276,5.883436919,0.46702,6.6,446.02,365.1,5.26,65.4593
2/21/1991,3.90705382,2684.6458,134.8,0.14858841,3293000,6.54,6035.178,4660.536,822.8,3296.1,4.355024175,8.8,9275.276,5.883436919,0.46702,6.6,446.38,365,5.26,65.4593
2/22/1991,3.90705382,2684.6458,134.8,0.14858841,3293000,6.27,6035.178,4660.536,822.8,3296.1,4.355024175,8.8,9275.276,5.883436919,0.46702,6.6,448.95,365.6,5.26,65.4593
2/23/1991,3.90705382,2684.6458,134.8,0.14858841,3304000,6.27,6035.178,4660.536,822.8,3296.1,4.355024175,8.8,9275.276,5.883436919,0.46702,6.6,448.95,365.6,5.26,65.4593
2/24/1991,3.90705382,2684.6458,134.8,0.14858841,3304000,6.27,6035.178,4660.536,822.8,3296.1,4.355024175,8.8,9275.276,5.883436919,0.46702,6.6,448.95,365.6,5.26,65.4593
2/25/1991,3.90705382,2684.6458,134.8,0.14858841,3304000,6.43,6035.178,4660.536,812.8,3290,4.355024175,8.8,9275.276,5.883436919,0.46702,6.6,451.09,367.3,5.26,65.4593
2/26/1991,3.90705382,2684.6458,134.8,0.14858841,3304000,6.12,6035.178,4660.536,812.8,3290,4.355024175,8.8,9275.276,5.883436919,0.46702,6.6,447.71,362.8,5.26,65.4593
2/27/1991,3.90705382,2686.4838,134.8,0.14858841,3304000,6.26,6035.178,4660.536,812.8,3290,4.355024175,8.8,9275.276,5.883436919,0.46702,6.6,450.82,367.7,5.26,65.6913
2/28/1991,3.90705382,2686.4838,134.8,0.14858841,3304000,6.99,6035.178,4660.536,812.8,3290,4.355024175,8.8,9275.276,5.883436919,0.46702,6.6,453.05,367.1,5.26,65.6913
3/1/1991,4.17583618,2686.4838,134.8,0.148367953,3304000,6.35,6035.178,4660.536,812.8,3290,3.655285369,8,9275.276,5.496431415,0.25051,6.8,456.73,370.5,5.26,65.6913
3/2/1991,4.17583618,2686.4838,134.8,0.148367953,3357000,6.35,6035.178,4660.536,812.8,3290,3.655285369,8,9275.276,5.496431415,0.25051,6.8,456.73,370.5,5.26,65.6913
3/3/1991,4.17583618,2686.4838,134.8,0.148367953,3357000,6.35,6035.178,4660.536,812.8,3290,3.655285369,8,9275.276,5.496431415,0.25051,6.8,456.73,370.5,5.26,65.6913
3/4/1991,4.17583618,2686.4838,134.8,0.148367953,3357000,6.36,6035.178,4660.536,830.5,3313.9,3.655285369,8,9275.276,5.496431415,0.25051,6.8,461.13,369.3,5.26,65.6913
3/5/1991,4.17583618,2686.4838,134.8,0.148367953,3357000,6.31,6035.178,4660.536,830.5,3313.9,3.655285369,8,9275.276,5.496431415,0.25051,6.8,473.05,376.7,5.26,65.6913
3/6/1991,4.17583618,2689.8409,134.8,0.148367953,3357000,6.55,6035.178,4660.536,830.5,3313.9,3.655285369,8,9275.276,5.496431415,0.25051,6.8,473.8,376.2,5.26,65.8281
3/7/1991,4.17583618,2689.8409,134.8,0.148367953,3357000,6.46,6035.178,4660.536,830.5,3313.9,3.655285369,8,9275.276,5.496431415,0.25051,6.8,475.74,375.9,5.26,65.8281
3/8/1991,4.17583618,2689.8409,134.8,0.148367953,3357000,6.2,6035.178,4660.536,830.5,3313.9,3.655285369,8,9275.276,5.496431415,0.25051,6.8,475.11,374.9,5.26,65.8281
3/9/1991,4.17583618,2689.8409,134.8,0.148367953,3384000,6.2,6035.178,4660.536,830.5,3313.9,3.655285369,8,9275.276,5.496431415,0.25051,6.8,475.11,374.9,5.26,65.8281
3/10/1991,4.17583618,2689.8409,134.8,0.148367953,3384000,6.2,6035.178,4660.536,830.5,3313.9,3.655285369,8,9275.276,5.496431415,0.25051,6.8,475.11,374.9,5.26,65.8281
3/11/1991,4.17583618,2689.8409,134.8,0.148367953,3384000,6.1,6035.178,4660.536,836.7,3327.7,3.655285369,8,9275.276,5.496431415,0.25051,6.8,467.15,373,5.26,65.8281
3/12/1991,4.17583618,2689.8409,134.8,0.148367953,3384000,6.03,6035.178,4660.536,836.7,3327.7,3.655285369,8,9275.276,5.496431415,0.25051,6.8,461.4,370,5.26,65.8281
3/13/1991,4.17583618,2696.9468,134.8,0.148367953,3384000,5.98,6035.178,4660.536,836.7,3327.7,3.655285369,8,9275.276,5.496431415,0.25051,6.8,468.18,374.6,5.26,66.0464
3/14/1991,4.17583618,2696.9468,134.8,0.148367953,3384000,5.93,6035.178,4660.536,836.7,3327.7,3.655285369,8,9275.276,5.496431415,0.25051,6.8,467.79,373.5,5.26,66.0464
3/15/1991,4.17583618,2696.9468,134.8,0.148367953,3384000,5.96,6035.178,4660.536,836.7,3327.7,3.655285369,8,9275.276,5.496431415,0.25051,6.8,466.29,373.6,5.26,66.0464
3/16/1991,4.17583618,2696.9468,134.8,0.148367953,3448000,5.96,6035.178,4660.536,836.7,3327.7,3.655285369,8,9275.276,5.496431415,0.25051,6.8,466.29,373.6,5.26,66.0464
3/17/1991,4.17583618,2696.9468,134.8,0.148367953,3448000,5.96,6035.178,4660.536,836.7,3327.7,3.655285369,8,9275.276,5.496431415,0.25051,6.8,466.29,373.6,5.26,66.0464
3/18/1991,4.17583618,2696.9468,134.8,0.148367953,3448000,6.03,6035.178,4660.536,831.4,3327,3.655285369,8,9275.276,5.496431415,0.25051,6.8,466.27,372.1,5.26,66.0464
3/19/1991,4.17583618,2696.9468,134.8,0.148367953,3448000,6.16,6035.178,4660.536,831.4,3327,3.655285369,8,9275.276,5.496431415,0.25051,6.8,462.81,366.6,5.26,66.0464
3/20/1991,4.17583618,2700.4129,134.8,0.148367953,3448000,6.67,6035.178,4660.536,831.4,3327,3.655285369,8,9275.276,5.496431415,0.25051,6.8,466.09,367.9,5.26,66.2486
3/21/1991,4.17583618,2700.4129,134.8,0.148367953,3448000,6.22,6035.178,4660.536,831.4,3327,3.655285369,8,9275.276,5.496431415,0.25051,6.8,464.6,366.6,5.26,66.2486
3/22/1991,4.17583618,2700.4129,134.8,0.148367953,3448000,6.05,6035.178,4660.536,831.4,3327,3.655285369,8,9275.276,5.496431415,0.25051,6.8,464.15,367.5,5.26,66.2486
3/23/1991,4.17583618,2700.4129,134.8,0.148367953,3404000,6.05,6035.178,4660.536,831.4,3327,3.655285369,8,9275.276,5.496431415,0.25051,6.8,464.15,367.5,5.26,66.2486
3/24/1991,4.17583618,2700.4129,134.8,0.148367953,3404000,6.05,6035.178,4660.536,831.4,3327,3.655285369,8,9275.276,5.496431415,0.25051,6.8,464.15,367.5,5.26,66.2486
3/25/1991,4.17583618,2700.4129,134.8,0.148367953,3404000,6.08,6035.178,4660.536,823.9,3320,3.655285369,8,9275.276,5.496431415,0.25051,6.8,468.49,369.8,5.26,66.2486
3/26/1991,4.17583618,2700.4129,134.8,0.148367953,3404000,6.17,6035.178,4660.536,823.9,3320,3.655285369,8,9275.276,5.496431415,0.25051,6.8,478.57,376.3,5.26,66.2486
3/27/1991,4.17583618,2700.2479,134.8,0.148367953,3404000,6.11,6035.178,4660.536,823.9,3320,3.655285369,8,9275.276,5.496431415,0.25051,6.8,482.37,375.4,5.26,66.4248
3/28/1991,4.17583618,2700.2479,134.8,0.148367953,3404000,6.14,6035.178,4660.536,823.9,3320,3.655285369,8,9275.276,5.496431415,0.25051,6.8,482.3,375.2,5.26,66.4248
3/29/1991,4.17583618,2700.2479,134.8,0.148367953,3404000,5.53,6035.178,4660.536,823.9,3320,3.655285369,8,9275.276,5.496431415,0.25051,6.8,482.3,375.2,5.26,66.4248
3/30/1991,4.17583618,2700.2479,134.8,0.148367953,3502000,5.53,6035.178,4660.536,823.9,3320,3.655285369,8,9275.276,5.496431415,0.25051,6.8,482.3,375.2,5.26,66.4248
3/31/1991,4.17583618,2700.2479,134.8,0.148367953,3502000,5.53,6035.178,4660.536,823.9,3320,3.655285369,8,9275.276,5.496431415,0.25051,6.8,482.3,375.2,5.26,66.4248
4/1/1991,4.1098331,2700.2479,135.1,0.148148148,3502000,6.48,6126.862,4632.319,842.2,3339.8,3.372761236,8.6,9347.597,5.302381155,0.25952,6.7,480.86,371.3,5.48,66.4248
4/2/1991,4.1098331,2700.2479,135.1,0.148148148,3502000,6.46,6126.862,4632.319,842.2,3339.8,3.372761236,8.6,9347.597,5.302381155,0.25952,6.7,491.2,379.5,5.48,66.4248
4/3/1991,4.1098331,2699.8892,135.1,0.148148148,3502000,6.36,6126.862,4632.319,842.2,3339.8,3.372761236,8.6,9347.597,5.302381155,0.25952,6.7,495.05,378.9,5.48,66.5608
4/4/1991,4.1098331,2699.8892,135.1,0.148148148,3502000,6.22,6126.862,4632.319,842.2,3339.8,3.372761236,8.6,9347.597,5.302381155,0.25952,6.7,497.57,379.8,5.48,66.5608
4/5/1991,4.1098331,2699.8892,135.1,0.148148148,3502000,5.92,6126.862,4632.319,842.2,3339.8,3.372761236,8.6,9347.597,5.302381155,0.25952,6.7,495.79,375.4,5.48,66.5608
4/6/1991,4.1098331,2699.8892,135.1,0.148148148,3493000,5.92,6126.862,4632.319,842.2,3339.8,3.372761236,8.6,9347.597,5.302381155,0.25952,6.7,495.79,375.4,5.48,66.5608
4/7/1991,4.1098331,2699.8892,135.1,0.148148148,3493000,5.92,6126.862,4632.319,842.2,3339.8,3.372761236,8.6,9347.597,5.302381155,0.25952,6.7,495.79,375.4,5.48,66.5608
4/8/1991,4.1098331,2699.8892,135.1,0.148148148,3493000,5.89,6126.862,4632.319,860.5,3367.9,3.372761236,8.6,9347.597,5.302381155,0.25952,6.7,495.65,378.7,5.48,66.5608
4/9/1991,4.1098331,2699.8892,135.1,0.148148148,3493000,5.66,6126.862,4632.319,860.5,3367.9,3.372761236,8.6,9347.597,5.302381155,0.25952,6.7,492.46,373.6,5.48,66.5608
4/10/1991,4.1098331,2697.1526,135.1,0.148148148,3493000,5.75,6126.862,4632.319,860.5,3367.9,3.372761236,8.6,9347.597,5.302381155,0.25952,6.7,490.76,373.1,5.48,66.7232
4/11/1991,4.1098331,2697.1526,135.1,0.148148148,3493000,5.71,6126.862,4632.319,860.5,3367.9,3.372761236,8.6,9347.597,5.302381155,0.25952,6.7,499.31,377.6,5.48,66.7232
4/12/1991,4.1098331,2697.1526,135.1,0.148148148,3493000,5.36,6126.862,4632.319,860.5,3367.9,3.372761236,8.6,9347.597,5.302381155,0.25952,6.7,501.62,380.4,5.48,66.7232
4/13/1991,4.1098331,2697.1526,135.1,0.148148148,3464000,5.36,6126.862,4632.319,860.5,3367.9,3.372761236,8.6,9347.597,5.302381155,0.25952,6.7,501.62,380.4,5.48,66.7232
4/14/1991,4.1098331,2697.1526,135.1,0.148148148,3464000,5.36,6126.862,4632.319,860.5,3367.9,3.372761236,8.6,9347.597,5.302381155,0.25952,6.7,501.62,380.4,5.48,66.7232
4/15/1991,4.1098331,2697.1526,135.1,0.148148148,3464000,6.04,6126.862,4632.319,864.4,3371,3.372761236,8.6,9347.597,5.302381155,0.25952,6.7,500.84,381.2,5.48,66.7232
4/16/1991,4.1098331,2697.1526,135.1,0.148148148,3464000,6.05,6126.862,4632.319,864.4,3371,3.372761236,8.6,9347.597,5.302381155,0.25952,6.7,506.75,387.6,5.48,66.7232
4/17/1991,4.1098331,2697.0347,135.1,0.148148148,3464000,5.95,6126.862,4632.319,864.4,3371,3.372761236,8.6,9347.597,5.302381155,0.25952,6.7,511.31,390.4,5.48,66.9073
4/18/1991,4.1098331,2697.0347,135.1,0.148148148,3464000,6,6126.862,4632.319,864.4,3371,3.372761236,8.6,9347.597,5.302381155,0.25952,6.7,506.62,388.5,5.48,66.9073
4/19/1991,4.1098331,2697.0347,135.1,0.148148148,3464000,5.89,6126.862,4632.319,864.4,3371,3.372761236,8.6,9347.597,5.302381155,0.25952,6.7,501.19,384.2,5.48,66.9073
4/20/1991,4.1098331,2697.0347,135.1,0.148148148,3502000,5.89,6126.862,4632.319,864.4,3371,3.372761236,8.6,9347.597,5.302381155,0.25952,6.7,501.19,384.2,5.48,66.9073
4/21/1991,4.1098331,2697.0347,135.1,0.148148148,3502000,5.89,6126.862,4632.319,864.4,3371,3.372761236,8.6,9347.597,5.302381155,0.25952,6.7,501.19,384.2,5.48,66.9073
4/22/1991,4.1098331,2697.0347,135.1,0.148148148,3502000,5.95,6126.862,4632.319,853.8,3347.4,3.372761236,8.6,9347.597,5.302381155,0.25952,6.7,494.38,380.9,5.48,66.9073
4/23/1991,4.1098331,2697.0347,135.1,0.148148148,3502000,5.92,6126.862,4632.319,853.8,3347.4,3.372761236,8.6,9347.597,5.302381155,0.25952,6.7,496.08,381.8,5.48,66.9073
4/24/1991,4.1098331,2699.8445,135.1,0.148148148,3502000,5.89,6126.862,4632.319,853.8,3347.4,3.372761236,8.6,9347.597,5.302381155,0.25952,6.7,498.45,382.8,5.48,66.7414
4/25/1991,4.1098331,2699.8445,135.1,0.148148148,3502000,5.95,6126.862,4632.319,853.8,3347.4,3.372761236,8.6,9347.597,5.302381155,0.25952,6.7,496.03,379.2,5.48,66.7414
4/26/1991,4.1098331,2699.8445,135.1,0.148148148,3502000,5.89,6126.862,4632.319,853.8,3347.4,3.372761236,8.6,9347.597,5.302381155,0.25952,6.7,494.64,379,5.48,66.7414
4/27/1991,4.1098331,2699.8445,135.1,0.148148148,3474000,5.89,6126.862,4632.319,853.8,3347.4,3.372761236,8.6,9347.597,5.302381155,0.25952,6.7,494.64,379,5.48,66.7414
4/28/1991,4.1098331,2699.8445,135.1,0.148148148,3474000,5.89,6126.862,4632.319,853.8,3347.4,3.372761236,8.6,9347.597,5.302381155,0.25952,6.7,494.64,379,5.48,66.7414
4/29/1991,4.1098331,2699.8445,135.1,0.148148148,3474000,5.93,6126.862,4632.319,829.8,3313.8,3.372761236,8.6,9347.597,5.302381155,0.25952,6.7,487.74,373.7,5.48,66.7414
4/30/1991,4.1098331,2699.8445,135.1,0.148148148,3474000,5.98,6126.862,4632.319,829.8,3313.8,3.372761236,8.6,9347.597,5.302381155,0.25952,6.7,484.72,375.4,5.48,66.7414
5/1/1991,4.04991631,2705.1436,135.6,0.295857988,3474000,5.9,6126.862,4632.319,829.8,3313.8,4.468507632,8.4,9347.597,5.248477287,0.32023,6.9,487.85,380.3,5.48,66.8718
5/2/1991,4.04991631,2705.1436,135.6,0.295857988,3474000,5.86,6126.862,4632.319,829.8,3313.8,4.468507632,8.4,9347.597,5.248477287,0.32023,6.9,491.13,380.5,5.48,66.8718
5/3/1991,4.04991631,2705.1436,135.6,0.295857988,3474000,5.76,6126.862,4632.319,829.8,3313.8,4.468507632,8.4,9347.597,5.248477287,0.32023,6.9,492.1,380.8,5.48,66.8718
5/4/1991,4.04991631,2705.1436,135.6,0.295857988,3524000,5.76,6126.862,4632.319,829.8,3313.8,4.468507632,8.4,9347.597,5.248477287,0.32023,6.9,492.1,380.8,5.48,66.8718
5/5/1991,4.04991631,2705.1436,135.6,0.295857988,3524000,5.76,6126.862,4632.319,829.8,3313.8,4.468507632,8.4,9347.597,5.248477287,0.32023,6.9,492.1,380.8,5.48,66.8718
5/6/1991,4.04991631,2705.1436,135.6,0.295857988,3524000,5.82,6126.862,4632.319,847.1,3333.3,4.468507632,8.4,9347.597,5.248477287,0.32023,6.9,491.48,380.1,5.48,66.8718
5/7/1991,4.04991631,2705.1436,135.6,0.295857988,3524000,5.79,6126.862,4632.319,847.1,3333.3,4.468507632,8.4,9347.597,5.248477287,0.32023,6.9,491.51,377.3,5.48,66.8718
5/8/1991,4.04991631,2698.4643,135.6,0.295857988,3524000,5.75,6126.862,4632.319,847.1,3333.3,4.468507632,8.4,9347.597,5.248477287,0.32023,6.9,492.51,378.5,5.48,67.0041
5/9/1991,4.04991631,2698.4643,135.6,0.295857988,3524000,5.76,6126.862,4632.319,847.1,3333.3,4.468507632,8.4,9347.597,5.248477287,0.32023,6.9,497.81,383.2,5.48,67.0041
5/10/1991,4.04991631,2698.4643,135.6,0.295857988,3524000,5.69,6126.862,4632.319,847.1,3333.3,4.468507632,8.4,9347.597,5.248477287,0.32023,6.9,493.42,375.7,5.48,67.0041
5/11/1991,4.04991631,2698.4643,135.6,0.295857988,3492000,5.69,6126.862,4632.319,847.1,3333.3,4.468507632,8.4,9347.597,5.248477287,0.32023,6.9,493.42,375.7,5.48,67.0041
5/12/1991,4.04991631,2698.4643,135.6,0.295857988,3492000,5.69,6126.862,4632.319,847.1,3333.3,4.468507632,8.4,9347.597,5.248477287,0.32023,6.9,493.42,375.7,5.48,67.0041
5/13/1991,4.04991631,2698.4643,135.6,0.295857988,3492000,5.8,6126.862,4632.319,843.7,3335.1,4.468507632,8.4,9347.597,5.248477287,0.32023,6.9,493.93,376.8,5.48,67.0041
