DATE,10-Year Real Interest Rate,Bank Credit All Commercial Banks,CPI All Urban Consumers,CPI All Items,Continued Claims (Insured Unemployment),Federal Funds Rate,GDP,Households Owners Equity in Real Estate Level,M1,M2,Median CPI,Personal Savings Rate,Real GDP,Sticky Price Consumer Price Index less Food and Energy,Sticky Price Consumer Price Index,Unemployment Rate,NASDAQ Price,S&P 500 Price
5/10/1986,4.04659032,1918.0204,109,0.276243094,2670000,6.78,4545.34,3575.588,647.7,2564.4,2.242973307,9.3,8190.552,5.040741681,0.26249,7.2,389.1,237.8
5/11/1986,4.04659032,1918.0204,109,0.276243094,2670000,6.78,4545.34,3575.588,647.7,2564.4,2.242973307,9.3,8190.552,5.040741681,0.26249,7.2,389.1,237.8
5/12/1986,4.04659032,1918.0204,109,0.276243094,2670000,6.92,4545.34,3575.588,647.3,2569.8,2.242973307,9.3,8190.552,5.040741681,0.26249,7.2,388.07,237.6
5/13/1986,4.04659032,1918.0204,109,0.276243094,2670000,6.85,4545.34,3575.588,647.3,2569.8,2.242973307,9.3,8190.552,5.040741681,0.26249,7.2,386.66,236.4
5/14/1986,4.04659032,1921.8884,109,0.276243094,2670000,6.82,4545.34,3575.588,647.3,2569.8,2.242973307,9.3,8190.552,5.040741681,0.26249,7.2,387.34,237.5
5/15/1986,4.04659032,1921.8884,109,0.276243094,2670000,7,4545.34,3575.588,647.3,2569.8,2.242973307,9.3,8190.552,5.040741681,0.26249,7.2,385.75,234.4
5/16/1986,4.04659032,1921.8884,109,0.276243094,2670000,6.8,4545.34,3575.588,647.3,2569.8,2.242973307,9.3,8190.552,5.040741681,0.26249,7.2,384.67,232.8
5/17/1986,4.04659032,1921.8884,109,0.276243094,2669000,6.8,4545.34,3575.588,647.3,2569.8,2.242973307,9.3,8190.552,5.040741681,0.26249,7.2,384.67,232.8
5/18/1986,4.04659032,1921.8884,109,0.276243094,2669000,6.8,4545.34,3575.588,647.3,2569.8,2.242973307,9.3,8190.552,5.040741681,0.26249,7.2,384.67,232.8
5/19/1986,4.04659032,1921.8884,109,0.276243094,2669000,6.89,4545.34,3575.588,646.8,2572.2,2.242973307,9.3,8190.552,5.040741681,0.26249,7.2,383.74,233.2
5/20/1986,4.04659032,1921.8884,109,0.276243094,2669000,6.86,4545.34,3575.588,646.8,2572.2,2.242973307,9.3,8190.552,5.040741681,0.26249,7.2,385.28,236.1
5/21/1986,4.04659032,1923.159,109,0.276243094,2669000,6.96,4545.34,3575.588,646.8,2572.2,2.242973307,9.3,8190.552,5.040741681,0.26249,7.2,386.05,235.4
5/22/1986,4.04659032,1923.159,109,0.276243094,2669000,6.87,4545.34,3575.588,646.8,2572.2,2.242973307,9.3,8190.552,5.040741681,0.26249,7.2,389.62,240.1
5/23/1986,4.04659032,1923.159,109,0.276243094,2669000,6.79,4545.34,3575.588,646.8,2572.2,2.242973307,9.3,8190.552,5.040741681,0.26249,7.2,391.91,241.3
5/24/1986,4.04659032,1923.159,109,0.276243094,2638000,6.79,4545.34,3575.588,646.8,2572.2,2.242973307,9.3,8190.552,5.040741681,0.26249,7.2,391.91,241.3
5/25/1986,4.04659032,1923.159,109,0.276243094,2638000,6.79,4545.34,3575.588,646.8,2572.2,2.242973307,9.3,8190.552,5.040741681,0.26249,7.2,391.91,241.3
5/26/1986,4.04659032,1923.159,109,0.276243094,2638000,6.79,4545.34,3575.588,637.1,2566.6,2.242973307,9.3,8190.552,5.040741681,0.26249,7.2,391.91,241.3
5/27/1986,4.04659032,1923.159,109,0.276243094,2638000,6.98,4545.34,3575.588,637.1,2566.6,2.242973307,9.3,8190.552,5.040741681,0.26249,7.2,394.89,244.8
5/28/1986,4.04659032,1928.0135,109,0.276243094,2638000,6.97,4545.34,3575.588,637.1,2566.6,2.242973307,9.3,8190.552,5.040741681,0.26249,7.2,397.16,246.6
5/29/1986,4.04659032,1928.0135,109,0.276243094,2638000,6.84,4545.34,3575.588,637.1,2566.6,2.242973307,9.3,8190.552,5.040741681,0.26249,7.2,397.97,248
5/30/1986,4.04659032,1928.0135,109,0.276243094,2638000,6.84,4545.34,3575.588,637.1,2566.6,2.242973307,9.3,8190.552,5.040741681,0.26249,7.2,400.16,247.3
5/31/1986,4.04659032,1928.0135,109,0.276243094,2708000,6.84,4545.34,3575.588,637.1,2566.6,2.242973307,9.3,8190.552,5.040741681,0.26249,7.2,400.16,247.3
6/1/1986,4.58448381,1928.0135,109.4,0.550964187,2708000,6.84,4545.34,3575.588,637.1,2566.6,3.394287817,9.4,8190.552,5.042080888,0.40062,7.2,400.16,247.3
6/2/1986,4.58448381,1928.0135,109.4,0.550964187,2708000,7.05,4545.34,3575.588,651.9,2584.4,3.394287817,9.4,8190.552,5.042080888,0.40062,7.2,399.35,245
6/3/1986,4.58448381,1928.0135,109.4,0.550964187,2708000,7.1,4545.34,3575.588,651.9,2584.4,3.394287817,9.4,8190.552,5.042080888,0.40062,7.2,399.48,245.5
6/4/1986,4.58448381,1928.1264,109.4,0.550964187,2708000,7.16,4545.34,3575.588,651.9,2584.4,3.394287817,9.4,8190.552,5.042080888,0.40062,7.2,399.05,243.9
6/5/1986,4.58448381,1928.1264,109.4,0.550964187,2708000,6.99,4545.34,3575.588,651.9,2584.4,3.394287817,9.4,8190.552,5.042080888,0.40062,7.2,400.03,245.7
6/6/1986,4.58448381,1928.1264,109.4,0.550964187,2708000,6.85,4545.34,3575.588,651.9,2584.4,3.394287817,9.4,8190.552,5.042080888,0.40062,7.2,400.25,245.7
6/7/1986,4.58448381,1928.1264,109.4,0.550964187,2653000,6.85,4545.34,3575.588,651.9,2584.4,3.394287817,9.4,8190.552,5.042080888,0.40062,7.2,400.25,245.7
6/8/1986,4.58448381,1928.1264,109.4,0.550964187,2653000,6.85,4545.34,3575.588,651.9,2584.4,3.394287817,9.4,8190.552,5.042080888,0.40062,7.2,400.25,245.7
6/9/1986,4.58448381,1928.1264,109.4,0.550964187,2653000,7,4545.34,3575.588,670.1,2610.1,3.394287817,9.4,8190.552,5.042080888,0.40062,7.2,394.73,240
6/10/1986,4.58448381,1928.1264,109.4,0.550964187,2653000,6.87,4545.34,3575.588,670.1,2610.1,3.394287817,9.4,8190.552,5.042080888,0.40062,7.2,392.83,239.6
6/11/1986,4.58448381,1930.3958,109.4,0.550964187,2653000,6.84,4545.34,3575.588,670.1,2610.1,3.394287817,9.4,8190.552,5.042080888,0.40062,7.2,395.44,241.1
6/12/1986,4.58448381,1930.3958,109.4,0.550964187,2653000,6.9,4545.34,3575.588,670.1,2610.1,3.394287817,9.4,8190.552,5.042080888,0.40062,7.2,396.53,241.5
6/13/1986,4.58448381,1930.3958,109.4,0.550964187,2653000,6.84,4545.34,3575.588,670.1,2610.1,3.394287817,9.4,8190.552,5.042080888,0.40062,7.2,399.59,245.7
6/14/1986,4.58448381,1930.3958,109.4,0.550964187,2644000,6.84,4545.34,3575.588,670.1,2610.1,3.394287817,9.4,8190.552,5.042080888,0.40062,7.2,399.59,245.7
6/15/1986,4.58448381,1930.3958,109.4,0.550964187,2644000,6.84,4545.34,3575.588,670.1,2610.1,3.394287817,9.4,8190.552,5.042080888,0.40062,7.2,399.59,245.7
6/16/1986,4.58448381,1930.3958,109.4,0.550964187,2644000,6.95,4545.34,3575.588,668.7,2612,3.394287817,9.4,8190.552,5.042080888,0.40062,7.2,398.54,246.1
6/17/1986,4.58448381,1930.3958,109.4,0.550964187,2644000,6.83,4545.34,3575.588,668.7,2612,3.394287817,9.4,8190.552,5.042080888,0.40062,7.2,396.28,244.3
6/18/1986,4.58448381,1930.8336,109.4,0.550964187,2644000,6.87,4545.34,3575.588,668.7,2612,3.394287817,9.4,8190.552,5.042080888,0.40062,7.2,395.24,245
6/19/1986,4.58448381,1930.8336,109.4,0.550964187,2644000,6.88,4545.34,3575.588,668.7,2612,3.394287817,9.4,8190.552,5.042080888,0.40062,7.2,396.4,244.1
6/20/1986,4.58448381,1930.8336,109.4,0.550964187,2644000,6.83,4545.34,3575.588,668.7,2612,3.394287817,9.4,8190.552,5.042080888,0.40062,7.2,396.88,247.6
6/21/1986,4.58448381,1930.8336,109.4,0.550964187,2637000,6.83,4545.34,3575.588,668.7,2612,3.394287817,9.4,8190.552,5.042080888,0.40062,7.2,396.88,247.6
6/22/1986,4.58448381,1930.8336,109.4,0.550964187,2637000,6.83,4545.34,3575.588,668.7,2612,3.394287817,9.4,8190.552,5.042080888,0.40062,7.2,396.88,247.6
6/23/1986,4.58448381,1930.8336,109.4,0.550964187,2637000,6.91,4545.34,3575.588,655.5,2598.8,3.394287817,9.4,8190.552,5.042080888,0.40062,7.2,396.83,245.3
6/24/1986,4.58448381,1930.8336,109.4,0.550964187,2637000,6.88,4545.34,3575.588,655.5,2598.8,3.394287817,9.4,8190.552,5.042080888,0.40062,7.2,398.92,247
6/25/1986,4.58448381,1940.956,109.4,0.550964187,2637000,6.84,4545.34,3575.588,655.5,2598.8,3.394287817,9.4,8190.552,5.042080888,0.40062,7.2,402.22,248.9
6/26/1986,4.58448381,1940.956,109.4,0.550964187,2637000,6.85,4545.34,3575.588,655.5,2598.8,3.394287817,9.4,8190.552,5.042080888,0.40062,7.2,402.81,248.7
6/27/1986,4.58448381,1940.956,109.4,0.550964187,2637000,6.82,4545.34,3575.588,655.5,2598.8,3.394287817,9.4,8190.552,5.042080888,0.40062,7.2,403.53,249.6
6/28/1986,4.58448381,1940.956,109.4,0.550964187,2606000,6.82,4545.34,3575.588,655.5,2598.8,3.394287817,9.4,8190.552,5.042080888,0.40062,7.2,403.53,249.6
6/29/1986,4.58448381,1940.956,109.4,0.550964187,2606000,6.82,4545.34,3575.588,655.5,2598.8,3.394287817,9.4,8190.552,5.042080888,0.40062,7.2,403.53,249.6
6/30/1986,4.58448381,1940.956,109.4,0.550964187,2606000,7.72,4545.34,3575.588,657.2,2602.4,3.394287817,9.4,8190.552,5.042080888,0.40062,7.2,405.51,250.8
7/1/1986,3.99302785,1940.956,109.5,0,2606000,6.97,4607.669,3651.837,657.2,2602.4,4.019606265,9.3,8268.935,4.975291061,0.27854,7,407.61,252
7/2/1986,3.99302785,1944.4052,109.5,0,2606000,7.12,4607.669,3651.837,657.2,2602.4,4.019606265,9.3,8268.935,4.975291061,0.27854,7,409.48,252.7
7/3/1986,3.99302785,1944.4052,109.5,0,2606000,6.87,4607.669,3651.837,657.2,2602.4,4.019606265,9.3,8268.935,4.975291061,0.27854,7,411.16,251.8
7/4/1986,3.99302785,1944.4052,109.5,0,2606000,6.87,4607.669,3651.837,657.2,2602.4,4.019606265,9.3,8268.935,4.975291061,0.27854,7,411.16,251.8
7/5/1986,3.99302785,1944.4052,109.5,0,2669000,6.87,4607.669,3651.837,657.2,2602.4,4.019606265,9.3,8268.935,4.975291061,0.27854,7,411.16,251.8
7/6/1986,3.99302785,1944.4052,109.5,0,2669000,6.87,4607.669,3651.837,657.2,2602.4,4.019606265,9.3,8268.935,4.975291061,0.27854,7,411.16,251.8
7/7/1986,3.99302785,1944.4052,109.5,0,2669000,6.93,4607.669,3651.837,684.6,2639.8,4.019606265,9.3,8268.935,4.975291061,0.27854,7,400.96,244.1
7/8/1986,3.99302785,1944.4052,109.5,0,2669000,6.88,4607.669,3651.837,684.6,2639.8,4.019606265,9.3,8268.935,4.975291061,0.27854,7,390.65,241.6
7/9/1986,3.99302785,1947.5835,109.5,0,2669000,6.8,4607.669,3651.837,684.6,2639.8,4.019606265,9.3,8268.935,4.975291061,0.27854,7,393.39,242.8
7/10/1986,3.99302785,1947.5835,109.5,0,2669000,6.78,4607.669,3651.837,684.6,2639.8,4.019606265,9.3,8268.935,4.975291061,0.27854,7,392.03,243
7/11/1986,3.99302785,1947.5835,109.5,0,2669000,6.47,4607.669,3651.837,684.6,2639.8,4.019606265,9.3,8268.935,4.975291061,0.27854,7,391.55,242.2
7/12/1986,3.99302785,1947.5835,109.5,0,2552000,6.47,4607.669,3651.837,684.6,2639.8,4.019606265,9.3,8268.935,4.975291061,0.27854,7,391.55,242.2
7/13/1986,3.99302785,1947.5835,109.5,0,2552000,6.47,4607.669,3651.837,684.6,2639.8,4.019606265,9.3,8268.935,4.975291061,0.27854,7,391.55,242.2
7/14/1986,3.99302785,1947.5835,109.5,0,2552000,6.48,4607.669,3651.837,679.9,2638.8,4.019606265,9.3,8268.935,4.975291061,0.27854,7,384.8,238.1
7/15/1986,3.99302785,1947.5835,109.5,0,2552000,6.39,4607.669,3651.837,679.9,2638.8,4.019606265,9.3,8268.935,4.975291061,0.27854,7,378.7,233.7
7/16/1986,3.99302785,1956.5141,109.5,0,2552000,6.54,4607.669,3651.837,679.9,2638.8,4.019606265,9.3,8268.935,4.975291061,0.27854,7,379.73,235
7/17/1986,3.99302785,1956.5141,109.5,0,2552000,6.5,4607.669,3651.837,679.9,2638.8,4.019606265,9.3,8268.935,4.975291061,0.27854,7,381.59,236.1
7/18/1986,3.99302785,1956.5141,109.5,0,2552000,6.38,4607.669,3651.837,679.9,2638.8,4.019606265,9.3,8268.935,4.975291061,0.27854,7,381.07,236.4
7/19/1986,3.99302785,1956.5141,109.5,0,2593000,6.38,4607.669,3651.837,679.9,2638.8,4.019606265,9.3,8268.935,4.975291061,0.27854,7,381.07,236.4
7/20/1986,3.99302785,1956.5141,109.5,0,2593000,6.38,4607.669,3651.837,679.9,2638.8,4.019606265,9.3,8268.935,4.975291061,0.27854,7,381.07,236.4
7/21/1986,3.99302785,1956.5141,109.5,0,2593000,6.48,4607.669,3651.837,671.8,2632.3,4.019606265,9.3,8268.935,4.975291061,0.27854,7,379.46,236.2
7/22/1986,3.99302785,1956.5141,109.5,0,2593000,6.39,4607.669,3651.837,671.8,2632.3,4.019606265,9.3,8268.935,4.975291061,0.27854,7,379.87,238.2
7/23/1986,3.99302785,1962.0595,109.5,0,2593000,6.41,4607.669,3651.837,671.8,2632.3,4.019606265,9.3,8268.935,4.975291061,0.27854,7,379.85,238.7
7/24/1986,3.99302785,1962.0595,109.5,0,2593000,6.33,4607.669,3651.837,671.8,2632.3,4.019606265,9.3,8268.935,4.975291061,0.27854,7,378.74,237.9
7/25/1986,3.99302785,1962.0595,109.5,0,2593000,6.3,4607.669,3651.837,671.8,2632.3,4.019606265,9.3,8268.935,4.975291061,0.27854,7,379.83,240.2
7/26/1986,3.99302785,1962.0595,109.5,0,2618000,6.3,4607.669,3651.837,671.8,2632.3,4.019606265,9.3,8268.935,4.975291061,0.27854,7,379.83,240.2
7/27/1986,3.99302785,1962.0595,109.5,0,2618000,6.3,4607.669,3651.837,671.8,2632.3,4.019606265,9.3,8268.935,4.975291061,0.27854,7,379.83,240.2
7/28/1986,3.99302785,1962.0595,109.5,0,2618000,6.42,4607.669,3651.837,660.4,2621.1,4.019606265,9.3,8268.935,4.975291061,0.27854,7,374.78,236
7/29/1986,3.99302785,1962.0595,109.5,0,2618000,6.31,4607.669,3651.837,660.4,2621.1,4.019606265,9.3,8268.935,4.975291061,0.27854,7,372.03,234.6
7/30/1986,3.99302785,1962.9165,109.5,0,2618000,6.26,4607.669,3651.837,660.4,2621.1,4.019606265,9.3,8268.935,4.975291061,0.27854,7,370.83,236.6
7/31/1986,3.99302785,1962.9165,109.5,0,2618000,6.35,4607.669,3651.837,660.4,2621.1,4.019606265,9.3,8268.935,4.975291061,0.27854,7,371.37,236.1
8/1/1986,3.9205807,1962.9165,109.6,0.182648402,2618000,6.38,4607.669,3651.837,660.4,2621.1,3.282863636,9,8268.935,4.838260997,0.30286,6.9,370.66,234.9
8/2/1986,3.9205807,1962.9165,109.6,0.182648402,2583000,6.38,4607.669,3651.837,660.4,2621.1,3.282863636,9,8268.935,4.838260997,0.30286,6.9,370.66,234.9
8/3/1986,3.9205807,1962.9165,109.6,0.182648402,2583000,6.38,4607.669,3651.837,660.4,2621.1,3.282863636,9,8268.935,4.838260997,0.30286,6.9,370.66,234.9
8/4/1986,3.9205807,1962.9165,109.6,0.182648402,2583000,6.38,4607.669,3651.837,677.9,2641.5,3.282863636,9,8268.935,4.838260997,0.30286,6.9,366.66,236
8/5/1986,3.9205807,1962.9165,109.6,0.182648402,2583000,6.35,4607.669,3651.837,677.9,2641.5,3.282863636,9,8268.935,4.838260997,0.30286,6.9,366.75,237
8/6/1986,3.9205807,1969.3808,109.6,0.182648402,2583000,6.28,4607.669,3651.837,677.9,2641.5,3.282863636,9,8268.935,4.838260997,0.30286,6.9,364.73,236.8
8/7/1986,3.9205807,1969.3808,109.6,0.182648402,2583000,6.33,4607.669,3651.837,677.9,2641.5,3.282863636,9,8268.935,4.838260997,0.30286,6.9,365.05,237
8/8/1986,3.9205807,1969.3808,109.6,0.182648402,2583000,6.36,4607.669,3651.837,677.9,2641.5,3.282863636,9,8268.935,4.838260997,0.30286,6.9,365.87,236.9
8/9/1986,3.9205807,1969.3808,109.6,0.182648402,2686000,6.36,4607.669,3651.837,677.9,2641.5,3.282863636,9,8268.935,4.838260997,0.30286,6.9,365.87,236.9
8/10/1986,3.9205807,1969.3808,109.6,0.182648402,2686000,6.36,4607.669,3651.837,677.9,2641.5,3.282863636,9,8268.935,4.838260997,0.30286,6.9,365.87,236.9
8/11/1986,3.9205807,1969.3808,109.6,0.182648402,2686000,6.4,4607.669,3651.837,682.8,2651,3.282863636,9,8268.935,4.838260997,0.30286,6.9,369.94,240.7
8/12/1986,3.9205807,1969.3808,109.6,0.182648402,2686000,6.28,4607.669,3651.837,682.8,2651,3.282863636,9,8268.935,4.838260997,0.30286,6.9,373.29,243.3
8/13/1986,3.9205807,1968.4605,109.6,0.182648402,2686000,6.09,4607.669,3651.837,682.8,2651,3.282863636,9,8268.935,4.838260997,0.30286,6.9,376.92,245.7
8/14/1986,3.9205807,1968.4605,109.6,0.182648402,2686000,6.29,4607.669,3651.837,682.8,2651,3.282863636,9,8268.935,4.838260997,0.30286,6.9,379.52,246.2
8/15/1986,3.9205807,1968.4605,109.6,0.182648402,2686000,6.47,4607.669,3651.837,682.8,2651,3.282863636,9,8268.935,4.838260997,0.30286,6.9,380.18,247.2
8/16/1986,3.9205807,1968.4605,109.6,0.182648402,2658000,6.47,4607.669,3651.837,682.8,2651,3.282863636,9,8268.935,4.838260997,0.30286,6.9,380.18,247.2
8/17/1986,3.9205807,1968.4605,109.6,0.182648402,2658000,6.47,4607.669,3651.837,682.8,2651,3.282863636,9,8268.935,4.838260997,0.30286,6.9,380.18,247.2
8/18/1986,3.9205807,1968.4605,109.6,0.182648402,2658000,6.41,4607.669,3651.837,681,2648.7,3.282863636,9,8268.935,4.838260997,0.30286,6.9,379.27,247.4
8/19/1986,3.9205807,1968.4605,109.6,0.182648402,2658000,6.32,4607.669,3651.837,681,2648.7,3.282863636,9,8268.935,4.838260997,0.30286,6.9,378.82,246.5
8/20/1986,3.9205807,1974.5391,109.6,0.182648402,2658000,6.24,4607.669,3651.837,681,2648.7,3.282863636,9,8268.935,4.838260997,0.30286,6.9,380.93,249.8
8/21/1986,3.9205807,1974.5391,109.6,0.182648402,2658000,5.94,4607.669,3651.837,681,2648.7,3.282863636,9,8268.935,4.838260997,0.30286,6.9,381.15,249.7
8/22/1986,3.9205807,1974.5391,109.6,0.182648402,2658000,5.86,4607.669,3651.837,681,2648.7,3.282863636,9,8268.935,4.838260997,0.30286,6.9,381.52,250.2
8/23/1986,3.9205807,1974.5391,109.6,0.182648402,2687000,5.86,4607.669,3651.837,681,2648.7,3.282863636,9,8268.935,4.838260997,0.30286,6.9,381.52,250.2
8/24/1986,3.9205807,1974.5391,109.6,0.182648402,2687000,5.86,4607.669,3651.837,681,2648.7,3.282863636,9,8268.935,4.838260997,0.30286,6.9,381.52,250.2
8/25/1986,3.9205807,1974.5391,109.6,0.182648402,2687000,5.9,4607.669,3651.837,669.1,2636.5,3.282863636,9,8268.935,4.838260997,0.30286,6.9,379.26,247.8
8/26/1986,3.9205807,1974.5391,109.6,0.182648402,2687000,5.83,4607.669,3651.837,669.1,2636.5,3.282863636,9,8268.935,4.838260997,0.30286,6.9,380.5,252.8
8/27/1986,3.9205807,1986.6032,109.6,0.182648402,2687000,5.86,4607.669,3651.837,669.1,2636.5,3.282863636,9,8268.935,4.838260997,0.30286,6.9,381.69,253.3
8/28/1986,3.9205807,1986.6032,109.6,0.182648402,2687000,5.87,4607.669,3651.837,669.1,2636.5,3.282863636,9,8268.935,4.838260997,0.30286,6.9,382.4,252.8
8/29/1986,3.9205807,1986.6032,109.6,0.182648402,2687000,5.77,4607.669,3651.837,669.1,2636.5,3.282863636,9,8268.935,4.838260997,0.30286,6.9,382.86,252.9
8/30/1986,3.9205807,1986.6032,109.6,0.182648402,2664000,5.77,4607.669,3651.837,669.1,2636.5,3.282863636,9,8268.935,4.838260997,0.30286,6.9,382.86,252.9
8/31/1986,3.9205807,1986.6032,109.6,0.182648402,2664000,5.77,4607.669,3651.837,669.1,2636.5,3.282863636,9,8268.935,4.838260997,0.30286,6.9,382.86,252.9
9/1/1986,3.55172642,1986.6032,110,0.455788514,2664000,5.77,4607.669,3651.837,676.3,2644.5,4.001443112,7.2,8268.935,4.962973389,0.39091,7,382.86,252.9
9/2/1986,3.55172642,1986.6032,110,0.455788514,2664000,5.94,4607.669,3651.837,676.3,2644.5,4.001443112,7.2,8268.935,4.962973389,0.39091,7,380.14,248.5
9/3/1986,3.55172642,1992.7393,110,0.455788514,2664000,5.92,4607.669,3651.837,676.3,2644.5,4.001443112,7.2,8268.935,4.962973389,0.39091,7,378.88,250.1
9/4/1986,3.55172642,1992.7393,110,0.455788514,2664000,5.83,4607.669,3651.837,676.3,2644.5,4.001443112,7.2,8268.935,4.962973389,0.39091,7,381.03,253.8
9/5/1986,3.55172642,1992.7393,110,0.455788514,2664000,5.75,4607.669,3651.837,676.3,2644.5,4.001443112,7.2,8268.935,4.962973389,0.39091,7,378.36,250.5
9/6/1986,3.55172642,1992.7393,110,0.455788514,2756000,5.75,4607.669,3651.837,676.3,2644.5,4.001443112,7.2,8268.935,4.962973389,0.39091,7,378.36,250.5
9/7/1986,3.55172642,1992.7393,110,0.455788514,2756000,5.75,4607.669,3651.837,676.3,2644.5,4.001443112,7.2,8268.935,4.962973389,0.39091,7,378.36,250.5
9/8/1986,3.55172642,1992.7393,110,0.455788514,2756000,5.86,4607.669,3651.837,696.4,2670.4,4.001443112,7.2,8268.935,4.962973389,0.39091,7,372.01,248.1
9/9/1986,3.55172642,1992.7393,110,0.455788514,2756000,5.83,4607.669,3651.837,696.4,2670.4,4.001443112,7.2,8268.935,4.962973389,0.39091,7,369.55,247.7
9/10/1986,3.55172642,1991.6106,110,0.455788514,2756000,6,4607.669,3651.837,696.4,2670.4,4.001443112,7.2,8268.935,4.962973389,0.39091,7,366.81,247.1
9/11/1986,3.55172642,1991.6106,110,0.455788514,2756000,5.88,4607.669,3651.837,696.4,2670.4,4.001443112,7.2,8268.935,4.962973389,0.39091,7,353.34,235.2
9/12/1986,3.55172642,1991.6106,110,0.455788514,2756000,5.86,4607.669,3651.837,696.4,2670.4,4.001443112,7.2,8268.935,4.962973389,0.39091,7,346.78,230.7
9/13/1986,3.55172642,1991.6106,110,0.455788514,2671000,5.86,4607.669,3651.837,696.4,2670.4,4.001443112,7.2,8268.935,4.962973389,0.39091,7,346.78,230.7
9/14/1986,3.55172642,1991.6106,110,0.455788514,2671000,5.86,4607.669,3651.837,696.4,2670.4,4.001443112,7.2,8268.935,4.962973389,0.39091,7,346.78,230.7
9/15/1986,3.55172642,1991.6106,110,0.455788514,2671000,5.97,4607.669,3651.837,691.2,2667.7,4.001443112,7.2,8268.935,4.962973389,0.39091,7,345.86,231.9
9/16/1986,3.55172642,1991.6106,110,0.455788514,2671000,5.88,4607.669,3651.837,691.2,2667.7,4.001443112,7.2,8268.935,4.962973389,0.39091,7,343.67,231.7
9/17/1986,3.55172642,1998.0393,110,0.455788514,2671000,5.82,4607.669,3651.837,691.2,2667.7,4.001443112,7.2,8268.935,4.962973389,0.39091,7,346.9,231.7
9/18/1986,3.55172642,1998.0393,110,0.455788514,2671000,5.84,4607.669,3651.837,691.2,2667.7,4.001443112,7.2,8268.935,4.962973389,0.39091,7,348.6,232.3
9/19/1986,3.55172642,1998.0393,110,0.455788514,2671000,5.8,4607.669,3651.837,691.2,2667.7,4.001443112,7.2,8268.935,4.962973389,0.39091,7,349.43,232.2
9/20/1986,3.55172642,1998.0393,110,0.455788514,2703000,5.8,4607.669,3651.837,691.2,2667.7,4.001443112,7.2,8268.935,4.962973389,0.39091,7,349.43,232.2
9/21/1986,3.55172642,1998.0393,110,0.455788514,2703000,5.8,4607.669,3651.837,691.2,2667.7,4.001443112,7.2,8268.935,4.962973389,0.39091,7,349.43,232.2
9/22/1986,3.55172642,1998.0393,110,0.455788514,2703000,5.89,4607.669,3651.837,678.6,2656.4,4.001443112,7.2,8268.935,4.962973389,0.39091,7,352.55,234.9
9/23/1986,3.55172642,1998.0393,110,0.455788514,2703000,5.75,4607.669,3651.837,678.6,2656.4,4.001443112,7.2,8268.935,4.962973389,0.39091,7,353.37,235.7
9/24/1986,3.55172642,1995.9935,110,0.455788514,2703000,5.76,4607.669,3651.837,678.6,2656.4,4.001443112,7.2,8268.935,4.962973389,0.39091,7,353.37,236.3
9/25/1986,3.55172642,1995.9935,110,0.455788514,2703000,5.91,4607.669,3651.837,678.6,2656.4,4.001443112,7.2,8268.935,4.962973389,0.39091,7,351.49,231.8
9/26/1986,3.55172642,1995.9935,110,0.455788514,2703000,5.9,4607.669,3651.837,678.6,2656.4,4.001443112,7.2,8268.935,4.962973389,0.39091,7,351.61,232.2
9/27/1986,3.55172642,1995.9935,110,0.455788514,2698000,5.9,4607.669,3651.837,678.6,2656.4,4.001443112,7.2,8268.935,4.962973389,0.39091,7,351.61,232.2
9/28/1986,3.55172642,1995.9935,110,0.455788514,2698000,5.9,4607.669,3651.837,678.6,2656.4,4.001443112,7.2,8268.935,4.962973389,0.39091,7,351.61,232.2
9/29/1986,3.55172642,1995.9935,110,0.455788514,2698000,6.03,4607.669,3651.837,671.2,2651.1,4.001443112,7.2,8268.935,4.962973389,0.39091,7,347.87,229.9
9/30/1986,3.55172642,1995.9935,110,0.455788514,2698000,6.9,4607.669,3651.837,671.2,2651.1,4.001443112,7.2,8268.935,4.962973389,0.39091,7,350.67,231.3
10/1/1986,3.86705459,2002.5637,110.2,0.090744102,2698000,5.99,4657.627,3721.797,671.2,2651.1,4.170621039,8.4,8313.338,4.897657302,0.41434,7,352.34,233.6
10/2/1986,3.86705459,2002.5637,110.2,0.090744102,2698000,5.94,4657.627,3721.797,671.2,2651.1,4.170621039,8.4,8313.338,4.897657302,0.41434,7,352.59,233.9
10/3/1986,3.86705459,2002.5637,110.2,0.090744102,2698000,5.79,4657.627,3721.797,671.2,2651.1,4.170621039,8.4,8313.338,4.897657302,0.41434,7,352.75,233.7
10/4/1986,3.86705459,2002.5637,110.2,0.090744102,2780000,5.79,4657.627,3721.797,671.2,2651.1,4.170621039,8.4,8313.338,4.897657302,0.41434,7,352.75,233.7
10/5/1986,3.86705459,2002.5637,110.2,0.090744102,2780000,5.79,4657.627,3721.797,671.2,2651.1,4.170621039,8.4,8313.338,4.897657302,0.41434,7,352.75,233.7
10/6/1986,3.86705459,2002.5637,110.2,0.090744102,2780000,5.78,4657.627,3721.797,697.1,2686.7,4.170621039,8.4,8313.338,4.897657302,0.41434,7,353.2,234.8
10/7/1986,3.86705459,2002.5637,110.2,0.090744102,2780000,5.56,4657.627,3721.797,697.1,2686.7,4.170621039,8.4,8313.338,4.897657302,0.41434,7,352.38,234.4
10/8/1986,3.86705459,1995.9838,110.2,0.090744102,2780000,5.57,4657.627,3721.797,697.1,2686.7,4.170621039,8.4,8313.338,4.897657302,0.41434,7,352.9,236.7
