DATE,10-Year Real Interest Rate,Bank Credit All Commercial Banks,CPI All Urban Consumers,CPI All Items,Continued Claims (Insured Unemployment),Federal Funds Rate,GDP,Households Owners Equity in Real Estate Level,M1,M2,Median CPI,Personal Savings Rate,Real GDP,Sticky Price Consumer Price Index less Food and Energy,Sticky Price Consumer Price Index,Unemployment Rate,NASDAQ Price,S&P 500 Price,Economic Health Index
6/18/1994,3.59356552,3079.2468,147.9,0.338983051,2698000,4.17,7246.931,4985.339,1151.1,3494.4,2.894791964,6.9,10333.495,3.207540833,0.24781,6.1,729.35,458.4,786598.8
6/25/1994,3.59356552,3078.6078,147.9,0.338983051,2687000,4.17,7246.931,4985.339,1141.8,3473.5,2.894791964,6.9,10333.495,3.207540833,0.24781,6.1,693.79,442.8,783418.3128
7/2/1994,3.7864194,3084.9443,148.4,0.27027027,2672000,3.82,7331.075,5015.735,1120.9,3450.5,2.069453081,7,10393.898,3.245680943,0.17374,6.1,706.85,446.2,779242.0314
7/9/1994,3.7864194,3096.072,148.4,0.27027027,2670000,4.32,7331.075,5015.735,1155.3,3489,2.069453081,7,10393.898,3.245680943,0.17374,6.1,707.46,449.6,778748.7657
7/16/1994,3.7864194,3102.0527,148.4,0.27027027,2680000,4.22,7331.075,5015.735,1166.7,3512,2.069453081,7,10393.898,3.245680943,0.17374,6.1,721.36,454.2,781628.9793
7/23/1994,3.7864194,3105.5585,148.4,0.27027027,2650000,4.26,7331.075,5015.735,1152,3496.2,2.069453081,7,10393.898,3.245680943,0.17374,6.1,716.68,453.1,773109.5707
7/30/1994,3.7864194,3109.862,148.4,0.27027027,2626000,4.29,7331.075,5015.735,1133.1,3471.5,2.069453081,7,10393.898,3.245680943,0.17374,6.1,722.16,458.3,766291.6524
8/6/1994,3.58028405,3103.9198,149,0.404312668,2644000,4.28,7331.075,5015.735,1143.4,3479.9,3.518703772,6.5,10393.898,3.318864731,0.35253,6,718.67,457.1,771393.7223
8/13/1994,3.58028405,3108.6032,149,0.404312668,2639000,4.22,7331.075,5015.735,1156.8,3499.4,3.518703772,6.5,10393.898,3.318864731,0.35253,6,731.61,461.9,770023.2947
8/20/1994,3.58028405,3115.4898,149,0.404312668,2659000,4.64,7331.075,5015.735,1151.8,3493.4,3.518703772,6.5,10393.898,3.318864731,0.35253,6,742.43,463.7,775693.8068
8/27/1994,3.58028405,3118.9184,149,0.404312668,2648000,4.71,7331.075,5015.735,1138.2,3476.8,3.518703772,6.5,10393.898,3.318864731,0.35253,6,762.94,473.8,772582.2864
9/3/1994,3.6371045,3127.3385,149.3,0.268456376,2645000,4.72,7331.075,5015.735,1127.8,3458,3.747093671,6.8,10393.898,3.267212367,0.2185,5.9,759.23,471,771711.9809
9/10/1994,3.6371045,3119.35,149.3,0.268456376,2633000,4.68,7331.075,5015.735,1158.7,3489.8,3.747093671,6.8,10393.898,3.267212367,0.2185,5.9,763.73,468.2,768357.7376
9/17/1994,3.6371045,3129.4035,149.3,0.268456376,2638000,4.68,7331.075,5015.735,1161.4,3499.4,3.747093671,6.8,10393.898,3.267212367,0.2185,5.9,777.91,471.2,769807.0443
9/24/1994,3.6371045,3136.0334,149.3,0.268456376,2601000,4.71,7331.075,5015.735,1148,3479.8,3.747093671,6.8,10393.898,3.267212367,0.2185,5.9,757.46,459.7,759285.5136
10/1/1994,3.95662307,3131.3577,149.4,0.066934404,2597000,5.44,7455.288,5030.284,1124.2,3448.5,2.220319586,7.1,10512.962,3.178740091,0.20401,5.8,764.29,462.7,758243.6274
10/8/1994,3.95662307,3132.4748,149.4,0.066934404,2561000,4.57,7455.288,5030.284,1142.9,3466.2,2.220319586,7.1,10512.962,3.178740091,0.20401,5.8,749.96,455.1,748062.8723
10/15/1994,3.95662307,3136.4637,149.4,0.066934404,2620000,4.71,7455.288,5030.284,1159.4,3494.3,2.220319586,7.1,10512.962,3.178740091,0.20401,5.8,767.08,469.1,764833.1713
10/22/1994,3.95662307,3141.521,149.4,0.066934404,2556000,4.68,7455.288,5030.284,1158.4,3492.5,2.220319586,7.1,10512.962,3.178740091,0.20401,5.8,765.38,464.9,746710.4993
10/29/1994,3.95662307,3141.9468,149.4,0.066934404,2536000,4.76,7455.288,5030.284,1135,3462.9,2.220319586,7.1,10512.962,3.178740091,0.20401,5.8,776.15,473.8,741020.9496
11/5/1994,4.10325275,3147.4358,149.8,0.133779264,2538000,4.66,7455.288,5030.284,1135.1,3461.2,4.392090577,7,10512.962,3.142092625,0.30582,5.6,766.08,462.3,741574.4
11/12/1994,4.10325275,3142.7977,149.8,0.133779264,2528000,4.99,7455.288,5030.284,1160.3,3493.7,4.392090577,7,10512.962,3.142092625,0.30582,5.6,762.12,462.4,738782.7546
11/19/1994,4.10325275,3153.6478,149.8,0.133779264,2533000,5.43,7455.288,5030.284,1160.8,3498,4.392090577,7,10512.962,3.142092625,0.30582,5.6,764.67,461.5,740214.7842
11/26/1994,4.10325275,3149.2797,149.8,0.133779264,2530000,6.03,7455.288,5030.284,1154.7,3491.4,4.392090577,7,10512.962,3.142092625,0.30582,5.6,742.52,452.3,739327.0413
12/3/1994,4.11695307,3156.8511,150.1,0,2513000,5.42,7455.288,5030.284,1149.9,3484.9,1.216085932,7.2,10512.962,2.915659975,0.11009,5.5,745.02,453.3,734513.9001
12/10/1994,4.11695307,3160.2551,150.1,0,2508000,5.48,7455.288,5030.284,1172.4,3510.1,1.216085932,7.2,10512.962,2.915659975,0.11009,5.5,719.05,447,733114.9146
12/17/1994,4.11695307,3166.7117,150.1,0,2557000,5.34,7455.288,5030.284,1172,3513.5,1.216085932,7.2,10512.962,2.915659975,0.11009,5.5,729.07,458.8,747014.7578
12/24/1994,4.11695307,3180.3597,150.1,0,2567000,5.31,7455.288,5030.284,1171.4,3505.5,1.216085932,7.2,10512.962,2.915659975,0.11009,5.5,742.19,459.8,749862.3243
12/31/1994,4.11695307,3182.4211,150.1,0,2499000,4.94,7455.288,5030.284,1171.3,3498.4,1.216085932,7.2,10512.962,2.915659975,0.11009,5.5,751.96,459.3,730611.451
1/7/1995,4.24429022,3188.1605,150.5,0.400801603,2486000,5.52,7522.289,5053.215,1183.5,3508.3,4.186194834,7.5,10550.251,3.159681044,0.41479,5.6,749.69,460.7,727011.8771
1/14/1995,4.24429022,3194.6039,150.5,0.400801603,2559000,5.47,7522.289,5053.215,1193.5,3528.1,4.186194834,7.5,10550.251,3.159681044,0.41479,5.6,762.16,466,747725.5099
1/21/1995,4.24429022,3200.6388,150.5,0.400801603,2473000,5.37,7522.289,5053.215,1172.1,3513.7,4.186194834,7.5,10550.251,3.159681044,0.41479,5.6,762.05,464.8,723353.2125
1/28/1995,4.24429022,3204.2107,150.5,0.400801603,2532000,5.67,7522.289,5053.215,1143.9,3481.7,4.186194834,7.5,10550.251,3.159681044,0.41479,5.6,758.91,470.4,740015.5871
2/4/1995,4.05499673,3210.7432,150.9,0.399201597,2501000,5.94,7522.289,5053.215,1123.2,3455.3,3.337634521,7.8,10550.251,3.139699974,0.27509,5.4,772.06,478.6,731223.7303
2/11/1995,4.05499673,3203.8727,150.9,0.399201597,2515000,5.94,7522.289,5053.215,1148.5,3485.2,3.337634521,7.8,10550.251,3.139699974,0.27509,5.4,790.43,481.5,735241.7908
2/18/1995,4.05499673,3205.3952,150.9,0.399201597,2541000,5.93,7522.289,5053.215,1138.4,3480.4,3.337634521,7.8,10550.251,3.139699974,0.27509,5.4,786.97,482,742591.2695
2/25/1995,4.05499673,3206.7093,150.9,0.399201597,2533000,5.87,7522.289,5053.215,1130.9,3469.9,3.337634521,7.8,10550.251,3.139699974,0.27509,5.4,791.08,488.1,740320.9114
3/4/1995,3.72098557,3210.8337,151.2,0.331345262,2518000,5.93,7522.289,5053.215,1123.1,3463.2,3.26457127,7.5,10550.251,3.184482491,0.34524,5.4,798.79,485.4,736070.165
3/11/1995,3.72098557,3206.8406,151.2,0.331345262,2564000,5.9,7522.289,5053.215,1149.5,3492.8,3.26457127,7.5,10550.251,3.184482491,0.34524,5.4,802.22,489.6,749141.3872
3/18/1995,3.72098557,3218.0246,151.2,0.331345262,2513000,5.95,7522.289,5053.215,1145,3499.4,3.26457127,7.5,10550.251,3.184482491,0.34524,5.4,808.33,495.5,734725.0965
3/25/1995,3.72098557,3216.4352,151.2,0.331345262,2530000,6.03,7522.289,5053.215,1139.1,3492.8,3.26457127,7.5,10550.251,3.184482491,0.34524,5.4,818.66,501,739539.2427
4/1/1995,3.6549273,3216.1956,151.8,0.330250991,2484000,6.3,7580.997,5083.507,1125.3,3479.8,3.658509799,6.9,10581.723,3.322916117,0.30961,5.8,817.21,500.7,726551.0102
4/8/1995,3.6549273,3257.035,151.8,0.330250991,2500000,5.94,7580.997,5083.507,1147.1,3504.1,3.658509799,6.9,10581.723,3.322916117,0.30961,5.8,814.69,506.4,731160.1688
4/15/1995,3.6549273,3263.4244,151.8,0.330250991,2505000,6.09,7580.997,5083.507,1172.7,3543.8,3.658509799,6.9,10581.723,3.322916117,0.30961,5.8,832.64,509.2,732651.821
4/22/1995,3.6549273,3274.5605,151.8,0.330250991,2569000,5.93,7580.997,5083.507,1176,3544.1,3.658509799,6.9,10581.723,3.322916117,0.30961,5.8,823.44,508.5,750777.8419
4/29/1995,3.6549273,3277.1682,151.8,0.330250991,2539000,6.06,7580.997,5083.507,1151.4,3508.9,3.658509799,6.9,10581.723,3.322916117,0.30961,5.8,843.98,514.7,742258.3727
5/6/1995,3.4204808,3278.8535,152.1,0.197498354,2535000,5.98,7580.997,5083.507,1139,3490.5,3.559462577,7.1,10581.723,3.367477772,0.23025,5.6,843.53,520.1,741106.3362
5/13/1995,3.4204808,3284.463,152.1,0.197498354,2567000,5.99,7580.997,5083.507,1145.9,3510.3,3.559462577,7.1,10581.723,3.367477772,0.23025,5.6,858.94,525.5,750211.0325
5/20/1995,3.4204808,3281.5082,152.1,0.197498354,2616000,5.94,7580.997,5083.507,1140.4,3508.8,3.559462577,7.1,10581.723,3.367477772,0.23025,5.6,864.57,519.2,764075.5955
5/27/1995,3.4204808,3293.3009,152.1,0.197498354,2574000,5.97,7580.997,5083.507,1127.6,3503,3.559462577,7.1,10581.723,3.367477772,0.23025,5.6,871.87,523.6,752190.7522
6/3/1995,2.90471287,3300.0531,152.4,0.197109067,2608000,6.02,7580.997,5083.507,1119.3,3500.3,2.099536659,6.7,10581.723,3.34707431,0.22846,5.6,872.97,532.5,761823.5252
6/10/1995,2.90471287,3299.6302,152.4,0.197109067,2614000,6.02,7580.997,5083.507,1153.7,3549.4,2.099536659,6.7,10581.723,3.34707431,0.22846,5.6,884.38,527.9,763595.0457
6/17/1995,2.90471287,3301.236,152.4,0.197109067,2603000,6.02,7580.997,5083.507,1150.5,3560.4,2.099536659,6.7,10581.723,3.34707431,0.22846,5.6,908.65,539.8,760518.4114
6/24/1995,2.90471287,3311.0569,152.4,0.197109067,2602000,5.94,7580.997,5083.507,1141.6,3547.7,2.099536659,6.7,10581.723,3.34707431,0.22846,5.6,938.87,549.7,760258.2424
7/1/1995,2.93803016,3309.2448,152.6,0,2596000,6.11,7683.125,5123.366,1120.2,3521.7,3.032715326,7.1,10671.738,3.402097044,0.23267,5.7,933.45,544.8,758636.4129
7/8/1995,2.93803016,3322.9428,152.6,0,2651000,5.77,7683.125,5123.366,1146.7,3553.5,3.032715326,7.1,10671.738,3.402097044,0.23267,5.7,969.76,556.4,774305.9186
7/15/1995,2.93803016,3330.132,152.6,0,2677000,5.68,7683.125,5123.366,1165.8,3587.6,3.032715326,7.1,10671.738,3.402097044,0.23267,5.7,999.33,559.9,781743.8155
7/22/1995,2.93803016,3333.0072,152.6,0,2605000,5.74,7683.125,5123.366,1147.4,3574.1,3.032715326,7.1,10671.738,3.402097044,0.23267,5.7,961.77,553.6,761302.5804
7/29/1995,2.93803016,3338.9682,152.6,0,2585000,5.77,7683.125,5123.366,1128.4,3555.8,3.032715326,7.1,10671.738,3.402097044,0.23267,5.7,1005.28,562.9,755656.9322
8/5/1995,3.14848844,3340.4072,152.9,0.262295082,2592000,5.72,7683.125,5123.366,1133.9,3560.1,2.942349451,6.7,10671.738,3.255560049,0.23981,5.7,991.09,558.9,757633.9962
8/12/1995,3.14848844,3348.4609,152.9,0.262295082,2612000,5.67,7683.125,5123.366,1154.7,3596.8,2.942349451,6.7,10671.738,3.255560049,0.23981,5.7,1004.11,555.1,763358.8788
8/19/1995,3.14848844,3354.395,152.9,0.262295082,2615000,5.68,7683.125,5123.366,1146.1,3593,2.942349451,6.7,10671.738,3.255560049,0.23981,5.7,1031.28,559.2,764228.8159
8/26/1995,3.14848844,3361.3808,152.9,0.262295082,2610000,5.71,7683.125,5123.366,1138.2,3585.5,2.942349451,6.7,10671.738,3.255560049,0.23981,5.7,1019.97,560.1,762799.8832
9/2/1995,3.01759856,3356.6404,153.1,0.196206671,2613000,5.72,7683.125,5123.366,1121.3,3568.2,3.263211954,6.8,10671.738,3.368207809,0.30733,5.6,1019.47,563.8,763620.299
9/9/1995,3.01759856,3361.2851,153.1,0.196206671,2636000,5.67,7683.125,5123.366,1145.8,3597.3,3.263211954,6.8,10671.738,3.368207809,0.30733,5.6,1060.03,572.7,770218.229
9/16/1995,3.01759856,3367.5422,153.1,0.196206671,2650000,5.8,7683.125,5123.366,1158.9,3617.9,3.263211954,6.8,10671.738,3.368207809,0.30733,5.6,1051.1,583.4,774218.0481
9/23/1995,3.01759856,3380.4821,153.1,0.196206671,2626000,5.66,7683.125,5123.366,1142.7,3600.8,3.263211954,6.8,10671.738,3.368207809,0.30733,5.6,1053.39,581.7,767409.0202
9/30/1995,3.01759856,3381.3499,153.1,0.196206671,2609000,6.2,7683.125,5123.366,1117.1,3569.6,3.263211954,6.8,10671.738,3.368207809,0.30733,5.6,1043.54,584.4,762545.9234
10/7/1995,3.0097294,3370.2752,153.5,0.326370757,2651000,5.65,7772.586,5173.362,1124.4,3581.6,3.227007329,7.1,10744.203,3.479287466,0.31416,5.5,1012.04,582.5,774532.978
10/14/1995,3.0097294,3371.0114,153.5,0.326370757,2688000,5.7,7772.586,5173.362,1143.1,3618.6,3.227007329,7.1,10744.203,3.479287466,0.31416,5.5,1018.38,584.5,785062.6806
10/21/1995,3.0097294,3369.6694,153.5,0.326370757,2640000,5.7,7772.586,5173.362,1143.8,3616.9,3.227007329,7.1,10744.203,3.479287466,0.31416,5.5,1039.53,587.5,771488.5193
10/28/1995,3.0097294,3381.0804,153.5,0.326370757,2674000,5.68,7772.586,5173.362,1124.8,3591.6,3.227007329,7.1,10744.203,3.479287466,0.31416,5.5,1025.55,579.7,781072.9311
11/4/1995,2.88422441,3384.4415,153.7,-0.065061809,2649000,5.66,7772.586,5173.362,1118.1,3582.9,2.669228991,6.6,10744.203,3.394879542,0.21789,5.6,1065.66,590.6,774024.7364
11/11/1995,2.88422441,3380.9858,153.7,-0.065061809,2674000,5.68,7772.586,5173.362,1146.7,3623.9,2.669228991,6.6,10744.203,3.394879542,0.21789,5.6,1063.87,592.7,781156.9991
11/18/1995,2.88422441,3386.679,153.7,-0.065061809,2653000,5.7,7772.586,5173.362,1138.6,3625.5,2.669228991,6.6,10744.203,3.394879542,0.21789,5.6,1045.03,600.1,775204.5699
11/25/1995,2.88422441,3393.0695,153.7,-0.065061809,2712000,5.97,7772.586,5173.362,1138.8,3623.9,2.669228991,6.6,10744.203,3.394879542,0.21789,5.6,1030.17,600,791903.0587
12/2/1995,2.72215346,3385.1589,153.9,-0.065104167,2623000,5.56,7772.586,5173.362,1131.7,3618,2.579646739,6.1,10744.203,3.397750888,0.10516,5.6,1055.31,607,766710.8821
12/9/1995,2.72215346,3389.6713,153.9,-0.065104167,2629000,5.73,7772.586,5173.362,1144.9,3638.8,2.579646739,6.1,10744.203,3.397750888,0.10516,5.6,1062.41,617.5,768456.2686
12/16/1995,2.72215346,3394.8609,153.9,-0.065104167,2631000,5.78,7772.586,5173.362,1149.6,3655.1,2.579646739,6.1,10744.203,3.397750888,0.10516,5.6,1030.48,616.3,769020.4637
12/23/1995,2.72215346,3406.0195,153.9,-0.065104167,2622000,5.44,7772.586,5173.362,1145.5,3650,2.579646739,6.1,10744.203,3.397750888,0.10516,5.6,1046.89,612,766484.2783
12/30/1995,2.72215346,3404.7584,153.9,-0.065104167,2558000,4.73,7772.586,5173.362,1152.2,3648.7,2.579646739,6.1,10744.203,3.397750888,0.10516,5.6,1052.13,615.9,748372.5213
1/6/1996,2.64759197,3411.4697,154.7,0.586319218,2549000,5.46,7868.468,5216.454,1165.8,3661.5,3.775767724,6.7,10824.674,3.294296705,0.3279,5.6,1033.47,616.7,745957.6397
1/13/1996,2.64759197,3418.1186,154.7,0.586319218,2702000,5.5,7868.468,5216.454,1165.7,3682.6,3.775767724,6.7,10824.674,3.294296705,0.3279,5.6,1008.23,601.8,789271.1274
1/20/1996,2.64759197,3416.422,154.7,0.586319218,2707000,5.4,7868.468,5216.454,1145,3680,3.775767724,6.7,10824.674,3.294296705,0.3279,5.6,1018.45,611.8,790684.7957
1/27/1996,2.64759197,3418.3057,154.7,0.586319218,2637000,5.51,7868.468,5216.454,1117.1,3640.9,3.775767724,6.7,10824.674,3.294296705,0.3279,5.6,1040.96,621.6,770837.9974
2/3/1996,2.59785872,3423.4274,155,0.323834197,2750000,5.23,7868.468,5216.454,1092.6,3608.3,2.618960712,6.7,10824.674,3.278044833,0.27648,5.5,1072.11,635.8,802825.6873
2/10/1996,2.59785872,3422.224,155,0.323834197,2672000,5.17,7868.468,5216.454,1116.3,3642,2.618960712,6.7,10824.674,3.278044833,0.27648,5.5,1094.6,656.4,780821.2243
2/17/1996,2.59785872,3430.5247,155,0.323834197,2694000,5.13,7868.468,5216.454,1107.1,3647.3,2.618960712,6.7,10824.674,3.278044833,0.27648,5.5,1090.71,648,787046.9178
2/24/1996,2.59785872,3439.1656,155,0.323834197,2655000,5.14,7868.468,5216.454,1102.8,3647.5,2.618960712,6.7,10824.674,3.278044833,0.27648,5.5,1117.79,659.1,776040.218
3/2/1996,2.8972936,3440.4657,155.5,0.516462234,2688000,5.81,7868.468,5216.454,1095.4,3642.4,3.110564773,6.6,10824.674,3.15123296,0.22314,5.5,1086.08,644.4,785340.1243
3/9/1996,2.8972936,3424.1226,155.5,0.516462234,2647000,5.16,7868.468,5216.454,1123.6,3683.3,3.110564773,6.6,10824.674,3.15123296,0.22314,5.5,1063.73,633.5,773745.8654
3/16/1996,2.8972936,3437.5189,155.5,0.516462234,2677000,5.42,7868.468,5216.454,1119.9,3694.1,3.110564773,6.6,10824.674,3.15123296,0.22314,5.5,1099.59,641.4,782294.2775
3/23/1996,2.8972936,3446.8535,155.5,0.516462234,2738000,5.17,7868.468,5216.454,1120.8,3699.2,3.110564773,6.6,10824.674,3.15123296,0.22314,5.5,1102.22,650.6,799589.0649
3/30/1996,2.8972936,3453.1455,155.5,0.516462234,2675000,5.25,7868.468,5216.454,1106,3679.7,3.110564773,6.6,10824.674,3.15123296,0.22314,5.5,1101.4,645.5,781725.1915
4/6/1996,3.10833442,3442.2221,156.1,0.385356455,2648000,4.89,8032.84,5262.128,1124.4,3702.9,3.133275713,5.7,11005.217,3.021419042,0.20895,5.6,1118.21,655.9,774345.1745
4/13/1996,3.10833442,3456.8903,156.1,0.385356455,2657000,5.22,8032.84,5262.128,1143.7,3748.3,3.133275713,5.7,11005.217,3.021419042,0.20895,5.6,1100.94,636.7,776933.547
4/20/1996,3.10833442,3461.013,156.1,0.385356455,2620000,5.1,8032.84,5262.128,1147.8,3753.2,3.133275713,5.7,11005.217,3.021419042,0.20895,5.6,1138.7,645.1,766504.4837
4/27/1996,3.10833442,3466.7174,156.1,0.385356455,2609000,5.21,8032.84,5262.128,1132.8,3716.7,3.133275713,5.7,11005.217,3.021419042,0.20895,5.6,1186.89,653.5,763395.6191
5/4/1996,3.30502587,3467.9963,156.4,0.19193858,2602000,5.14,8032.84,5262.128,1100.9,3666.2,2.937790058,6.7,11005.217,3.065009249,0.27316,5.6,1184.6,641.6,761336.1968
5/11/1996,3.30502587,3465.8327,156.4,0.19193858,2586000,5.2,8032.84,5262.128,1121.5,3698.7,2.937790058,6.7,11005.217,3.065009249,0.27316,5.6,1202.76,652.1,756870.2608
5/18/1996,3.30502587,3469.5801,156.4,0.19193858,2584000,5.15,8032.84,5262.128,1108.9,3697.8,2.937790058,6.7,11005.217,3.065009249,0.27316,5.6,1241.88,668.9,756341.9371
5/25/1996,3.30502587,3473.618,156.4,0.19193858,2590000,5.14,8032.84,5262.128,1105.4,3688.9,2.937790058,6.7,11005.217,3.065009249,0.27316,5.6,1247.8,678.5,758046.5402
6/1/1996,3.49408029,3464.7588,156.7,0.06385696,2553000,5.31,8032.84,5262.128,1087.3,3671.5,2.511248662,7.1,11005.217,3.066510398,0.23783,5.3,1243.43,669.1,747523.3151
6/8/1996,3.49408029,3468.3685,156.7,0.06385696,2521000,5.21,8032.84,5262.128,1119.3,3711.6,2.511248662,7.1,11005.217,3.066510398,0.23783,5.3,1229.76,673.3,738517.95
6/15/1996,3.49408029,3480.9087,156.7,0.06385696,2560000,5.3,8032.84,5262.128,1123.6,3737.6,2.511248662,7.1,11005.217,3.066510398,0.23783,5.3,1213.18,665.9,749580.3837
6/22/1996,3.49408029,3483.4113,156.7,0.06385696,2550000,5.19,8032.84,5262.128,1121.7,3734.9,2.511248662,7.1,11005.217,3.066510398,0.23783,5.3,1175.44,666.8,746719.6692
6/29/1996,3.49408029,3490.7987,156.7,0.06385696,2556000,5,8032.84,5262.128,1097,3696.4,2.511248662,7.1,11005.217,3.066510398,0.23783,5.3,1185.02,670.6,748383.8897
7/6/1996,3.36926055,3490.3293,157,0.191448628,2501000,5.28,8131.408,5307.589,1115.5,3715.4,3.196372463,6.7,11103.935,3.103134864,0.27791,5.5,1158.35,657.4,732948.4486
7/13/1996,3.36926055,3496.9741,157,0.191448628,2495000,5.18,8131.408,5307.589,1127.9,3754.2,3.196372463,6.7,11103.935,3.103134864,0.27791,5.5,1103.49,646.2,731249.0161
7/20/1996,3.36926055,3484.9513,157,0.191448628,2492000,5.22,8131.408,5307.589,1114.7,3742.4,3.196372463,6.7,11103.935,3.103134864,0.27791,5.5,1097.68,638.7,730357.6642
7/27/1996,3.36926055,3491.2124,157,0.191448628,2472000,5.26,8131.408,5307.589,1101,3726,3.196372463,6.7,11103.935,3.103134864,0.27791,5.5,1079.44,635.9,724660.645
8/3/1996,3.32941538,3479.3447,157.2,0.191082803,2476000,5.34,8131.408,5307.589,1093.7,3712.4,2.321500991,6.6,11103.935,3.096243134,0.22597,5.1,1124.92,662.5,725820.7443
8/10/1996,3.32941538,3494.8771,157.2,0.191082803,2492000,5.1,8131.408,5307.589,1115.8,3751.8,2.321500991,6.6,11103.935,3.096243134,0.22597,5.1,1137.27,662.1,730425.8394
8/17/1996,3.32941538,3496.7269,157.2,0.191082803,2495000,5.15,8131.408,5307.589,1104.9,3751.8,2.321500991,6.6,11103.935,3.096243134,0.22597,5.1,1133.65,665.2,731269.5513
8/24/1996,3.32941538,3499.7384,157.2,0.191082803,2493000,5.22,8131.408,5307.589,1097.2,3744.2,2.321500991,6.6,11103.935,3.096243134,0.22597,5.1,1143.05,667,730702.7401
8/31/1996,3.32941538,3497.5182,157.2,0.191082803,2516000,5.28,8131.408,5307.589,1081.2,3723.5,2.321500991,6.6,11103.935,3.096243134,0.22597,5.1,1141.5,652,737169.3099
9/7/1996,3.52082209,3504.0922,157.7,0.317863954,2443000,5.13,8131.408,5307.589,1093.4,3734.3,3.130189825,6.7,11103.935,3.076709572,0.30952,5.2,1139.39,655.7,716527.3117
9/14/1996,3.52082209,3514.718,157.7,0.317863954,2486000,5.29,8131.408,5307.589,1113.4,3776.3,3.130189825,6.7,11103.935,3.076709572,0.30952,5.2,1188.67,680.5,728822.4695
9/21/1996,3.52082209,3507.2852,157.7,0.317863954,2484000,5.3,8131.408,5307.589,1099.3,3760,3.130189825,6.7,11103.935,3.076709572,0.30952,5.2,1219.69,687,728253.523
9/28/1996,3.52082209,3529.9072,157.7,0.317863954,2479000,5.21,8131.408,5307.589,1074.5,3720.2,3.130189825,6.7,11103.935,3.076709572,0.30952,5.2,1230.05,686.2,726813.6609
10/5/1996,3.31834947,3548.1862,158.2,0.316856781,2496000,5.04,8259.771,5348.978,1077.7,3719.3,2.881981803,6.4,11219.238,2.957328624,0.23018,5.2,1247.56,701.5,731822.9387
10/12/1996,3.31834947,3549.1111,158.2,0.316856781,2422000,5.16,8259.771,5348.978,1086.8,3765.4,2.881981803,6.4,11219.238,2.957328624,0.23018,5.2,1248.27,700.7,710920.5365
10/19/1996,3.31834947,3552.3581,158.2,0.316856781,2449000,5.12,8259.771,5348.978,1079.6,3768.1,2.881981803,6.4,11219.238,2.957328624,0.23018,5.2,1242.48,710.8,718569.8021
10/26/1996,3.31834947,3548.4614,158.2,0.316856781,2474000,5.27,8259.771,5348.978,1078.7,3761.1,2.881981803,6.4,11219.238,2.957328624,0.23018,5.2,1222.6,700.9,725614.1074
11/2/1996,3.14164675,3546.9803,158.7,0.189513582,2452000,5.19,8259.771,5348.978,1065.4,3742.8,3.496534119,6.4,11219.238,2.99348831,0.26237,5.4,1221.78,703.8,719360.2436
11/9/1996,3.14164675,3554.6385,158.7,0.189513582,2475000,5.17,8259.771,5348.978,1089.2,3780.9,3.496534119,6.4,11219.238,2.99348831,0.26237,5.4,1257.51,730.8,725980.2137
11/16/1996,3.14164675,3561.6087,158.7,0.189513582,2406000,5.53,8259.771,5348.978,1082,3795.7,3.496534119,6.4,11219.238,2.99348831,0.26237,5.4,1261.8,737.6,706468.8095
11/23/1996,3.14164675,3565.237,158.7,0.189513582,2350000,5.24,8259.771,5348.978,1090.5,3800.8,3.496534119,6.4,11219.238,2.99348831,0.26237,5.4,1274.36,748.7,690645.8181
11/30/1996,3.14164675,3581.9964,158.7,0.189513582,2460000,5.44,8259.771,5348.978,1076.7,3783.6,3.496534119,6.4,11219.238,2.99348831,0.26237,5.4,1292.61,757,721802.4083
12/7/1996,2.95093511,3576.4804,159.1,0,2484000,5.21,8259.771,5348.978,1104.1,3816.3,2.200241216,6.4,11219.238,3.066760867,0.18236,5.4,1287.68,739.6,728622.49
12/14/1996,2.95093511,3586.6378,159.1,0,2464000,5.28,8259.771,5348.978,1096.5,3840.3,2.200241216,6.4,11219.238,3.066760867,0.18236,5.4,1284.91,728.6,722975.4959
12/21/1996,2.95093511,3584.0556,159.1,0,2506000,5.15,8259.771,5348.978,1097.8,3839.2,2.200241216,6.4,11219.238,3.066760867,0.18236,5.4,1288.56,748.9,734883.8567
12/28/1996,2.95093511,3591.421,159.1,0,2497000,4.77,8259.771,5348.978,1108.5,3841.7,2.200241216,6.4,11219.238,3.066760867,0.18236,5.4,1291.38,756.8,732360.6497
1/4/1997,3.2548678,3596.4534,159.4,0.315258512,2552000,5.17,8362.655,5389.411,1113.9,3836.3,3.026179054,6.2,11291.665,2.924852958,0.20638,5.3,1310.68,748,748052.0906
1/11/1997,3.2548678,3609.635,159.4,0.315258512,2473000,5.17,8362.655,5389.411,1126.8,3874.1,3.026179054,6.2,11291.665,2.924852958,0.20638,5.3,1332.02,759.5,725766.5892
1/18/1997,3.2548678,3604.3454,159.4,0.315258512,2434000,5.14,8362.655,5389.411,1096,3861.2,3.026179054,6.2,11291.665,2.924852958,0.20638,5.3,1349.05,776.2,714713.4879
1/25/1997,3.2548678,3618.0746,159.4,0.315258512,2492000,5.13,8362.655,5389.411,1081.9,3841.2,3.026179054,6.2,11291.665,2.924852958,0.20638,5.3,1363.83,770.5,731127.1045
